#	X	Y	Z
573	42	38	18	14
574	42	38	14	10
575	42	38	10	6
576	42	38	6	2
577	38	34	30	26
578	38	34	26	22
579	38	34	22	18
580	38	34	18	14
581	38	34	14	10
582	38	34	10	6
583	38	34	6	2
584	51	47	43	39
585	51	47	39	35
586	51	47	35	31
587	51	47	31	27
588	51	47	27	23
589	51	47	23	19
590	51	47	19	15
591	51	47	15	11
592	51	47	11	7
593	51	47	7	3
594	15	14	13	12
595	15	14	12	11
596	15	14	11	10
597	15	14	10	9
598	15	14	9	8
599	15	14	8	7
600	15	14	7	6
601	15	14	6	5
602	15	14	5	4
603	15	14	4	3
604	52	47	42	37
605	52	47	37	32
606	52	47	32	27
607	52	47	27	22
608	52	47	22	17
609	52	47	17	12
610	52	47	12	7
611	52	47	7	2
612	63	58	53	48
613	63	58	48	43
614	63	58	43	38
615	63	58	38	33
616	63	58	33	28
617	63	58	28	23
618	63	58	23	18
619	63	58	18	13
620	63	58	13	8
621	63	58	8	3
622	58	53	48	43
623	58	53	43	38
624	58	53	38	33
625	58	53	33	28
626	58	53	28	23
627	58	53	23	18
628	58	53	18	13
629	58	53	13	8
630	58	53	8	3
631	68	62	56	50
632	68	62	50	44
633	68	62	44	38
634	68	62	38	32
635	68	62	32	26
636	68	62	26	20
637	68	62	20	14
638	68	62	14	8
639	68	62	8	2
640	57	52	47	42
641	57	52	42	37
642	57	52	37	32
643	57	52	32	27
644	57	52	27	22
645	57	52	22	17
646	57	52	17	12
647	57	52	12	7
648	57	52	7	2
649	62	56	50	44
650	62	56	44	38
651	62	56	38	32
652	62	56	32	26
653	62	56	26	20
654	62	56	20	14
655	62	56	14	8
656	62	56	8	2
657	56	50	44	38
658	56	50	38	32
659	56	50	32	26
660	56	50	26	20
661	56	50	20	14
662	56	50	14	8
663	56	50	8	2
664	27	25	23	21
665	27	25	21	19
666	27	25	19	17
667	27	25	17	15
668	27	25	15	13
669	27	25	13	11
670	27	25	11	9
671	27	25	9	7
672	27	25	7	5
673	27	25	5	3
674	30	27	24	21
675	30	27	21	18
676	30	27	18	15
677	30	27	15	12
678	30	27	12	9
679	30	27	9	6
680	30	27	6	3
681	53	48	43	38
682	53	48	38	33
683	53	48	33	28
684	53	48	28	23
685	53	48	23	18
686	53	48	18	13
687	53	48	13	8
688	53	48	8	3
689	48	43	38	33
690	48	43	33	28
691	48	43	28	23
692	48	43	23	18
693	48	43	18	13
694	48	43	13	8
695	48	43	8	3
696	66	59	52	45
697	66	59	45	38
698	66	59	38	31
699	66	59	31	24
700	66	59	24	17
701	66	59	17	10
702	66	59	10	3
703	39	36	33	30
704	39	36	30	27
705	39	36	27	24
706	39	36	24	21
707	39	36	21	18
708	39	36	18	15
709	39	36	15	12
710	39	36	12	9
711	39	36	9	6
712	39	36	6	3
713	36	33	30	27
714	36	33	27	24
715	36	33	24	21
716	36	33	21	18
717	36	33	18	15
718	36	33	15	12
719	36	33	12	9
720	36	33	9	6
721	36	33	6	3
722	33	30	27	24
723	33	30	24	21
724	33	30	21	18
725	33	30	18	15
726	33	30	15	12
