"clean_data.pseudoX","y","z","rho"
24.873,22.528,188.679,212.24
23.615,15.475,187.005,7.124
26.433,21.127,190.911,1.944
27.817,23.907,193.242,182.951
28.502,25.435,194.405,746.938
29.702,27.98,195.168,201.346
30.718,30.028,194.801,265.521
31.125,30.847,194.219,353.186
12.727,7.642,193.918,381.598
12.963,8.067,193.781,539.647
13.16,8.475,193.729,425.318
13.44,9.092,193.616,615.413
14.457,11.27,192.929,637.715
17.255,16.738,189.756,11.732
16.227,9.88,188.93,134.878
14.778,2.405,191.735,204.658
20.598,14.22,189.429,13.424
12.725,7.655,193.926,317.207
12.96,8.08,193.788,524.636
13.158,8.488,193.737,437.589
13.438,9.105,193.623,668.787
14.455,11.282,192.937,722.38
16.413,15.152,191.398,9.562
16.505,10.495,191.182,431.11
15.67,4.17,192.443,366.374
16.855,6.575,192.451,227.279
20.065,13.142,189.887,75.9
15.15,7.91,191.823,1336.007
17.545,12.57,189.903,11.136
19.83,16.92,187.187,10.614
17.425,7.58,188.254,326.082
15.19,-1.445,192.811,496.277
16.64,1.418,193.259,332.212
17.515,3.162,192.733,318.389
18.05,4.23,192.567,691.459
19.127,6.385,191.91,559.315
21.787,11.885,188.848,5.797
17.71,17.778,190.502,11.351
18.725,19.628,191.709,311.87
20.82,23.555,191.801,256.324
19.095,15.472,183.678,251.055
17.852,8.398,189.946,279.528
20.36,13.443,190.148,77.31
21.722,16.212,190.803,50.489
23.035,18.988,191.377,421.498
24.348,21.71,190.191,433.346
17.932,18.152,191.68,115.322
19.057,20.225,192.096,387.221
20.032,21.885,191.681,430.972
18.548,14.242,185.658,268.795
17.712,7.985,189.683,248.688
19.325,11.272,189.818,129.936
20.595,13.85,190.741,33.149
22.135,17.08,191.591,259.666
24.15,21.31,191.002,370.859
19.737,22.163,198.032,864.73
20.012,22.548,197.806,419.648
20.38,23.213,197.429,289.503
21.282,24.888,195.858,311.937
22.34,26.938,193.8,135.773
20.105,17.838,191.067,144.704
20.232,13.565,193.107,465.49
23.195,19.628,196.357,170.658
25.01,23.458,194.097,667.7
21.31,24.868,198.892,1131.018
21.665,25.56,198.437,1201.103
21.882,26.012,198.016,1303.676
22.12,26.398,197.563,1272.002
22.845,27.78,196.052,752.099
23.567,29.195,194.646,543.295
20.79,19.055,191.349,454.524
20.82,14.562,192.679,43.079
24.535,22.188,196.723,664.841
26.34,26.012,195.357,1689.046
10.96,4.108,193.706,410.488
11.183,4.545,193.496,496.94
11.627,5.43,193.081,623.198
12.158,6.505,192.719,691.126
14.405,10.99,191.253,500.612
16.918,15.835,188.939,43.665
15.863,9.052,190.018,2063.437
14.91,2.61,192.193,233.216
16.312,5.455,191.585,1309.607
19.498,12.023,188.559,26.309
26.15,15.797,197.011,1.952
26.745,17.015,198.052,328.559
27.135,17.863,198.207,863.587
27.328,18.323,198.036,202.741
27.525,18.783,197.785,94.732
27.72,19.225,197.544,75.621
28.135,20.085,196.909,80.119
29.26,22.352,194.741,114.274
9.433,0.983,193.412,763.813
9.867,1.88,192.934,739.778
10.52,3.212,192.267,587.176
11.99,6.26,191.148,506.752
14.592,6.538,188.559,537.262
12.692,-1.82,192.05,582.646
13.91,0.613,191.688,969.364
14.552,1.918,191.35,1072.467
17.962,8.932,188.038,385.711
21.94,25.945,198.681,1178.297
22.158,26.398,198.258,1333.514
22.395,26.782,197.805,1288.028
22.62,27.163,197.352,970.593
22.845,27.545,196.906,833.296
23.655,29.205,195.165,437.322
21.132,19.68,190.92,470.159
21.45,15.843,192.893,2468.109
25.292,23.67,197.137,457.151
26.723,26.623,195.093,2060.631
9.215,0.52,193.157,779.73
9.87,1.867,192.465,687.762
10.628,3.425,191.699,617.902
11.878,6.022,190.793,426.84
14.478,6.303,188.179,533.365
12.14,-2.947,192.235,570.802
13.582,-0.067,191.575,1156.154
15.328,3.427,190.477,732.159
9.432,0.983,193.415,667.772
9.98,2.098,192.831,683.546
10.512,3.22,192.268,542.959
11.96,6.27,191.237,524.4
14.567,6.562,188.212,468.029
12.332,-2.462,192.229,563.086
13.902,0.62,191.686,1722.733
15.32,3.465,190.859,944.61
18.605,10.273,187.584,46.904
19.065,20.963,197.741,1036.741
19.262,21.365,197.722,838.472
19.532,21.755,197.588,488.435
20.065,22.582,197.105,389.701
20.875,24.08,195.852,569.425
22.128,26.573,193.235,424.64
19.85,17.435,190.276,226.028
19.475,12.095,192.351,90.078
22.88,19.055,195.729,460.024
25.002,23.51,193.569,809.07
23.605,10.692,194.924,65.79
24.03,11.588,195.512,132.801
24.237,12.032,195.76,91.248
24.685,12.885,196.218,47.089
25.31,14.123,196.268,3.461
26.108,15.832,196,3.204
27.605,18.977,193.546,6.316
10.095,2.325,193.67,646.424
10.297,2.777,193.425,743.103
10.732,3.67,192.984,621.179
11.418,4.975,192.425,703.054
13.89,9.895,190.756,401.846
16.015,9.425,188.74,750.696
15.322,3.473,191.54,865.399
18.505,10.06,188.37,426.307
22.86,27.697,198.487,1462.568
23.303,28.53,197.878,2048.015
23.528,28.913,197.431,1889.532
23.73,29.312,196.992,1271.136
23.905,29.727,196.546,212.071
24.512,30.988,195.245,308.598
21.943,21.25,190.819,561.972
22.472,17.848,192.362,753.582
26.398,25.882,196.691,680.476
27.615,28.4,194.979,517.96
24.193,30.078,197.197,795.827
24.593,30.875,196.528,142.134
24.795,31.25,196.081,111.638
25.003,31.652,195.691,128.95
25.315,32.323,195.272,212.469
25.625,32.98,194.589,159.221
22.748,22.615,190.274,410.926
22.968,18.555,191.14,367.502
26.873,26.573,195.625,505.234
28.082,29.062,194.968,535.592
25.38,32.468,195.703,29.531
25.792,33.285,195.632,61.847
26.218,34.13,195.201,49.281
26.413,34.573,194.642,49.993
23.29,23.788,189.199,154.728
24.542,21.695,190.377,41.95
27.265,27.29,194.14,444.7
28.172,29.248,194.589,1221.593
29.08,31.115,194.098,184.092
27.492,18.788,189.416,37.291
30.44,24.858,194,562.307
31.442,27.03,195.201,488.762
32.062,28.273,195.4,312.583
32.358,28.865,195.391,165.185
32.548,29.26,195.363,61.322
32.755,29.632,195.331,88.726
33.17,30.503,195.393,117.692
33.578,31.415,194.795,71.169
18.485,19.735,196.479,1.024
18.667,20.165,197.344,68.172
18.872,20.573,197.333,32.216
19.07,20.975,197.314,21.71
19.598,21.808,196.927,20.735
20.465,23.27,195.793,24.886
21.828,25.985,193.053,20.314
19.53,16.842,189.963,14.15
22.897,19.07,195.659,27.204
24.702,22.895,193.634,21.951
27.125,17.893,197.596,178.32
27.328,18.323,198.036,203.033
27.52,18.738,198.469,867.574
27.905,19.615,198.891,598.969
28.292,20.518,198.718,517.156
28.505,20.952,198.473,485.841
28.718,21.398,198.169,592.854
29.025,22.038,197.539,1362.018
30.145,24.325,195.119,948.645
22.212,22.025,195.878,696.383
23.832,25.183,193.046,205.649
21.535,16.04,189.149,77.167
20.2,8.75,191.575,9.936
22.4,13.125,194.375,27.191
23.36,15.075,195.619,148.258
24.308,16.985,196.365,16.703
25,18.488,196.513,73.4
25.482,19.585,196.192,126.179
22.837,9.17,194.812,1286.24
23.165,9.818,195.367,1048.918
23.485,10.492,195.74,1668.607
23.802,11.16,195.86,334.517
24.132,11.802,195.876,236.191
24.477,12.44,195.729,75.81
27.188,18.105,192.837,8.284
20.415,23.37,198.671,1059.359
20.672,23.812,198.418,960.236
20.93,24.255,198.163,522.303
21.137,24.727,197.842,646.519
21.697,25.745,196.744,668.571
22.852,27.988,194.326,314.405
21.78,21.325,192.356,190.008
24.008,21.345,196.695,354.062
25.715,24.95,194.967,837.241
21.94,25.945,198.928,885.293
22.415,26.84,198.513,1052.952
22.652,27.225,198.061,1106.282
22.878,27.605,197.608,810.75
23.39,28.578,196.496,470.709
24.2,30.238,194.755,257.188
21.635,20.542,191.16,324.848
21.663,16.023,192.732,42.844
25.26,23.43,196.961,189.677
26.458,25.97,196.149,215.403
23.302,28.53,198.095,1402.444
23.765,29.298,197.43,1478.872
23.968,29.697,196.991,1214.673
24.142,30.113,196.544,206.252
24.555,30.93,195.801,256.692
25.072,31.99,194.729,366.928
22.18,21.635,190.606,600.124
22.207,17.115,191.572,140.858
27.325,27.69,195.627,813.707
24.593,30.875,196.758,452.716
24.997,31.65,196.089,55.884
25.205,32.052,195.701,70.682
25.415,32.495,195.406,112.405
25.632,32.938,195.157,148.71
25.828,33.38,194.598,102.661
22.95,23.015,190.053,297.29
23.267,19.177,190.823,364.833
27.075,26.995,195.493,971.583
28.505,29.947,194.423,376.606
27.43,23.29,188.692,110.737
29.525,22.975,191.753,52.261
30.747,25.537,193.96,508.953
31.652,27.49,194.943,414.827
32.37,28.938,195.134,213.662
32.758,29.72,195.105,58.436
32.965,30.093,195.073,101.003
33.17,30.503,195.147,66.775
33.578,31.415,195.055,152.853
23.58,20.078,190.969,620.158
24.735,22.32,189.649,245.652
23.115,14.515,184.443,264.112
21.47,6.597,190.256,282.941
22.99,9.668,190.641,126.426
23.95,11.615,190.434,22.548
24.485,12.67,190.862,2.511
26.112,16.072,192.367,412.156
27.608,19.238,191.135,213.55
23.898,25.168,194.61,692.968
25.052,27.41,192.344,230.897
22.278,17.273,189.555,184.218
21.262,10.647,191.972,2.896
25.11,18.398,196.848,12.722
25.805,19.93,196.957,156.971
27.622,23.68,194.006,577.668
23.075,23.54,196.962,1123.62
24.235,25.817,194.806,888.929
25.39,28.06,192.562,178.196
23.387,19.475,190.626,188.023
22.702,13.505,193.248,2.369
25.332,18.832,197.168,10.722
25.92,20.14,197.163,191.45
27.947,24.33,194.207,869.487
23.922,25.217,197.387,971.508
24.77,26.825,196.125,949.453
25.925,29.067,193.934,311.614
23.242,19.155,189.573,422.198
22.663,13.402,191.529,10.564
25.97,20.14,196.271,277.567
26.867,22.055,197.436,305.271
27.38,23.137,197.327,220.866
28.288,24.995,196.032,195.362
29.303,27.087,194.082,2215.249
24.193,30.078,197.197,798.156
24.485,30.678,196.758,595.816
24.773,31.267,196.093,71.708
24.98,31.67,195.704,95.669
25.293,32.34,195.285,172.456
25.602,32.998,194.602,135.738
23.93,25.075,191.452,359.04
24.46,21.672,192.801,692.505
27.062,27.048,195.942,727.751
27.962,28.88,195.13,558.35
25.093,31.878,196.138,225.601
25.38,32.468,195.91,70.674
25.702,33.085,195.642,136.271
26.015,33.755,195.223,52.701
26.21,34.198,194.664,51.111
24.092,25.388,190.335,140.502
24.025,20.673,190.353,24.396
26.968,26.72,194.35,328.234
27.97,28.873,194.925,106.969
28.985,30.965,194.061,148.732
30.515,34.12,193.046,71.478
27.908,19.725,188.514,3.084
30.753,25.573,192.963,228.473
31.86,27.955,194.386,249.425
32.38,29.01,194.572,217.598
32.768,29.792,194.544,101.883
33.172,30.558,194.516,102.047
33.377,30.968,194.59,72.761
33.578,31.415,194.795,70.987
24.558,26.512,197.023,681.925
26.343,29.91,194.22,231.214
23.532,19.795,189.325,428.189
23.07,14.252,191.014,6.271
26.12,20.317,195.284,150.873
26.997,22.242,196.739,890.379
27.895,24.2,197.27,508.809
28.515,25.442,196.48,812.758
29.212,26.85,195.314,370.379
20.322,23.195,198.689,817.641
20.745,23.8,198.33,1046.022
21.002,24.242,198.074,595.202
21.21,24.715,197.752,738.091
21.652,25.548,196.876,752.227
22.808,27.79,194.457,404.799
20.402,18.45,190.49,273.767
23.868,20.898,196.73,390.476
25.475,24.263,195.146,758.477
21.14,5.688,194.183,625.904
21.467,6.355,194.627,548.733
21.66,6.778,195.009,426.241
22.078,7.627,195.524,566.104
22.515,8.498,195.465,499.765
22.73,8.95,195.215,1452.973
22.937,9.395,194.972,802.915
23.267,10.037,194.746,292.259
24.195,11.92,194.484,3.196
26,15.692,192.306,14.435
26.822,30.955,195.303,85.318
27.34,32.015,194.496,150.516
24.53,21.9,189.944,334.298
23.515,15.275,188.471,52.098
26.758,21.755,193.129,64.129
28.09,24.542,195.319,564.3
28.998,26.5,195.994,301.628
29.905,28.357,195.725,88.681
30.31,29.122,195.182,116.048
30.625,29.752,194.752,244.667
25.273,27.952,196.525,289.221
26.113,29.55,195.695,37.051
26.922,31.21,194.174,148.038
25.247,23.288,190.587,311.095
24.785,17.745,191.884,7.285
26.775,21.812,195.202,536.364
28.785,26.113,196.52,1134.724
29.088,26.715,195.98,917.775
29.693,27.928,195.352,380.55
24.965,27.33,196.848,245.165
25.81,28.915,195.758,118.321
26.62,30.575,194.182,211.291
24.602,21.992,190.201,384.067
24.227,16.652,191.894,11.46
26.39,20.958,195.17,199.544
27.393,23.125,196.525,2194.895
28.395,25.298,196.858,1129.785
28.802,26.095,196.24,925.222
29.505,27.508,195.316,388.346
21.94,25.945,198.928,881.11
22.268,26.62,198.649,1723.688
22.602,27.255,197.997,1657.925
22.828,27.635,197.544,1188.413
23.34,28.608,196.432,645.988
24.15,30.268,194.692,302.051
21.468,20.355,190.714,399.384
21.302,15.42,192.234,41.081
24.92,22.815,196.657,336.637
22.415,26.84,198.781,1316.813
22.86,27.697,198.253,1817.2
23.085,28.078,197.8,1366.684
23.31,28.46,197.353,1025.488
23.925,29.678,196.172,421.603
24.618,31.152,194.653,287.16
21.598,20.595,190.857,408.72
21.625,16.075,192.234,80.364
27.188,27.538,195.306,739.612
24.998,31.65,196.308,89.181
25.38,32.468,195.703,29
25.59,32.91,195.408,36.553
25.807,33.352,195.159,49.121
26.002,33.795,194.6,37.227
24.865,26.94,192.15,90.428
24.892,22.42,192.335,30.014
26.343,25.43,194.592,258.061
27.152,27.188,195.05,366.182
28.572,30.137,194.574,104.439
23.3,23.938,197.104,1212.358
24.258,25.767,195.325,809.193
25.292,27.808,193.257,280.567
22.855,18.332,189.823,265.513
22.17,12.363,192.218,3.59
25.752,19.698,197.36,16.843
26.448,21.23,197.237,163.62
28.163,24.747,194.493,1267.551
19.475,16.775,194.511,2.38
21.258,20.032,192.331,3.97
22.877,23.19,189.449,3.832
20.545,13.94,188.602,161.552
19.315,6.87,192.747,694.336
21.037,10.38,194.525,667.551
21.582,11.48,194.436,770.311
22.222,12.765,194.377,12.157
25.337,19.348,191.724,26.703
26.985,22.422,188.395,92.207
27.105,18.125,189.335,150.999
30.637,25.288,194.538,651.692
31.452,27.023,195.094,410.968
32.17,28.485,195.414,271.29
32.368,28.877,195.418,151.001
32.557,29.273,195.39,52.48
32.855,29.872,195.444,175.67
33.17,30.502,195.393,117.736
25.742,14.955,196.633,5.861
26.343,16.195,197.651,282.262
26.745,17.015,197.811,763.903
26.933,17.433,197.767,388.622
27.125,17.893,197.596,174.318
27.323,18.353,197.345,236.228
27.517,18.795,197.104,244.631
28.425,20.652,195.328,385.054
24.943,27.482,192.867,576.441
22.26,17.57,189.84,322.878
21.35,11.175,191.92,36.554
24.37,17.258,195.901,102.974
25.308,19.132,196.831,366.597
25.905,20.445,197.347,907.633
26.505,21.792,196.918,634.665
27.515,23.845,194.913,1065.427
22.495,22.75,196.559,219.811
23.913,25.47,194.527,2692.016
25.068,27.712,192.123,242.88
21.945,16.927,189.621,264.927
21.26,10.957,192.24,96.198
24.1,16.618,195.473,9.802
24.718,17.872,196.397,127.845
25.312,19.152,197.144,614.74
26.113,20.89,196.649,469.17
27.322,23.38,194.544,922.587
25.785,33.352,194.849,40.023
25.987,33.728,194.827,46.445
26.31,34.345,195.01,226.793
26.623,35.015,195.086,134.204
23.73,24.66,189.146,547.625
23.242,19.123,187.097,5.934
26.357,25.4,191.566,98.316
27.873,28.59,193.328,618.992
29.472,31.933,193.488,258.72
19.467,21.785,198.16,1325.796
19.737,22.175,198.026,816.615
20.012,22.56,197.799,347.751
20.27,23.003,197.546,271.118
20.97,24.278,196.414,219.404
22.24,26.778,194.108,200.262
19.962,17.64,190.896,109.24
19.987,13.14,192.769,478.826
23.605,20.535,196.163,190.153
25.42,24.365,193.808,431.13
19.942,22.582,198.471,919.47
20.218,22.968,198.244,458.128
20.475,23.41,197.991,353.408
20.733,23.852,197.735,176.915
21.402,25.093,196.513,224.835
22.562,27.37,194.331,119.161
20.04,17.845,191.038,72.209
23.093,19.422,196.232,54.223
25.215,23.877,194.369,388.785
20.942,24.202,198.757,1142.712
21.2,24.645,198.501,714.827
21.407,25.118,198.18,942.451
21.625,25.57,197.758,1019.013
22.172,26.553,196.64,948.576
23.115,28.377,194.881,331.213
20.88,19.278,191.699,402.064
21.092,15.195,193.413,281.306
24.773,22.792,196.632,705.885
26.192,25.74,194.884,657.421
21.475,25.03,198.746,963.451
21.682,25.503,198.424,1405.429
21.9,25.955,198,1363.364
22.137,26.34,197.547,1334.086
22.363,26.72,197.094,1027.714
23.188,28.363,195.563,665.325
21.155,19.662,191.698,454.514
24.35,21.69,196.595,722.391
18.227,4.377,189.056,468.765
15.582,-5.543,193.861,396.266
15.795,-5.085,193.609,593.752
16,-4.638,193.365,734.455
16.2,-4.2,193.14,707.846
16.523,-3.538,192.804,593.458
16.963,-2.645,192.344,516.816
17.942,-0.69,191.638,394.124
19.248,1.912,190.608,324.909
23.765,29.298,197.654,1129.933
24.193,30.078,196.979,710.705
24.368,30.492,196.532,140.981
24.57,30.868,196.084,133.472
24.778,31.27,195.695,156.989
25.183,32.155,194.841,240.925
22.278,21.812,190.259,436.346
22.595,17.975,191.388,562.627
26.745,26.413,195.986,522.734
27.653,28.27,195.371,683.022
24.998,31.65,196.089,55.85
25.38,32.468,195.91,70.433
25.792,33.285,195.386,38.864
26.01,33.728,195.137,68.326
26.205,34.17,194.578,62.305
23.455,24.025,189.736,152.376
22.992,18.482,188.733,5.052
26.365,25.44,193.481,222.972
28.053,29.002,194.63,175.178
28.863,30.607,194.065,159.628
28.607,21.085,193.82,976.475
29.945,23.862,196.147,592.676
30.65,25.405,196.914,1043.951
30.957,26.045,196.994,1106.062
31.16,26.46,196.98,727.807
31.548,27.242,196.741,474.268
31.952,28.008,196.06,71.392
32.158,28.418,195.676,144.137
32.358,28.865,195.391,165.139
32.675,29.55,194.706,145.697
25.637,14.76,196.879,3.994
26.255,15.992,197.441,1112.257
26.552,16.618,197.405,570.319
26.74,17.035,197.361,248.308
26.932,17.495,197.19,100.528
27.343,18.39,196.695,122.968
28.552,20.88,194.414,194.075
25.83,28.898,194.949,201.327
26.438,30.157,193.747,208.26
24.1,20.907,190.275,407.338
23.415,14.938,191.848,11.987
26.065,20.343,195.849,590.818
27.067,22.475,197.463,626.492
27.685,23.773,197.299,476.842
28.593,25.63,195.92,489.977
19.048,1.563,193.57,371.872
19.28,2.003,193.831,262.568
19.5,2.455,194.1,177.382
19.95,3.338,194.385,248.533
20.398,4.213,194.216,218.124
20.59,4.635,194.134,254.606
20.798,5.043,194.1,470.049
21.02,5.468,194.053,541.577
21.98,7.418,193.376,579.043
24.64,12.918,190.214,8.105
26.115,29.61,195.934,322.495
27.057,31.435,195.446,90.905
27.665,32.695,194.374,61.196
25.128,23.008,189.32,230.128
24.443,17.038,189.589,11.51
27.293,22.88,193.949,694.175
28.605,25.678,196.078,1438.075
29.32,27.175,196.388,1489.062
29.918,28.368,195.738,1240.405
30.73,30.045,194.66,279.114
18.165,19.128,196.966,44.286
18.47,19.75,196.919,49.31
18.675,20.157,196.908,19.423
19.148,20.945,196.662,12.796
20.345,23.017,195.054,16.898
21.763,25.737,192.616,8.432
19.24,16.212,189.972,5.973
22.595,18.445,195.337,18.978
24.612,22.705,192.876,12.101
25.44,28.335,196.353,795.643
26.165,29.717,195.15,130.379
24.113,21.055,189.754,544.629
23.428,15.085,190.307,36.002
27.718,23.958,196.528,110.101
28.335,25.255,196.769,433.09
28.955,26.497,196.388,278.004
25.82,28.925,196.206,187.842
26.645,30.567,195.282,215.606
27.252,31.827,194.152,98.008
24.812,22.355,189.695,278.736
24.438,17.015,190.959,12.203
27.287,22.865,195.303,885.945
28.29,25.032,196.811,1553.522
28.907,26.308,196.707,1276.679
29.315,27.105,195.965,940.879
30.02,28.558,195.366,360.726
18.1,4.175,188.941,492.673
15.455,-5.745,193.995,615.242
15.795,-5.068,193.616,477.513
16,-4.62,193.373,694.09
16.2,-4.182,193.148,714.304
16.637,-3.295,192.691,606.593
17.525,-1.528,191.822,465.804
18.495,0.425,191.114,438.763
19.872,3.187,190.366,191.72
25.253,28.128,193.001,690.497
23.692,20.42,191.344,288.883
23.112,14.668,193.581,214.561
24.818,18.098,195.886,156.827
25.518,19.553,196.942,651.809
26.098,20.87,197.524,856.054
26.913,22.605,196.606,865.437
28.038,24.873,194.604,645.808
28.055,33.502,194.346,96.526
25.798,24.425,189.609,244.583
27.365,23,190.761,22.755
29.115,26.672,193.585,532.698
30.02,28.625,194.499,459.335
31.035,30.672,194.631,175.429
31.737,32.085,194.466,121.073
23.705,10.912,195.17,277.621
24.025,11.588,195.543,461.297
24.355,12.242,195.965,866.201
24.685,12.885,196.218,52.975
24.995,13.515,196.37,4.825
15.787,-5.095,193.617,458.644
16.137,-4.432,193.989,578.484
16.477,-3.755,194.12,496.411
16.785,-3.085,194.003,607.625
17.087,-2.423,193.666,418.293
17.307,-1.982,193.44,645.277
17.645,-1.315,193.091,705.071
18.312,0.012,192.448,639.937
19.287,1.96,191.73,738.793
21.765,7.095,189.554,230.283
26.53,30.435,195.572,211.305
27.252,31.85,195.207,101.842
24.995,22.773,188.796,247.929
24.62,17.433,189.441,9.373
27.71,23.715,194.099,516.262
29.02,26.492,195.509,1509.75
30.032,28.62,195.755,1766.419
30.438,29.385,195.162,273.088
30.735,29.985,194.717,384.406
23.798,25.255,196.867,136.015
25.452,28.57,193.862,1029.534
24.1,21.265,191.392,390.118
23.52,15.512,193.191,45.642
25.51,19.58,196.236,518.405
26.31,21.273,197.164,980.611
26.605,21.952,197.381,1076.474
28.435,25.685,195.022,592.299
23.302,28.53,198.095,1401.481
23.955,29.692,196.98,844.361
24.13,30.108,196.534,166.148
24.332,30.483,196.086,173.144
24.85,31.542,195.014,269.298
22.825,22.962,191.111,514.624
23.142,19.125,192.674,521.963
26.607,26.215,196.195,623.824
27.72,28.482,195.155,430.554
25.97,29.4,196.116,892.413
26.483,30.372,195.268,147.474
27.09,31.632,194.37,144.619
24.757,22.382,189.814,469.755
24.073,16.412,189.847,33.08
26.93,22.25,194.134,356.438
28.242,25.048,196.097,72.895
29.057,26.782,196.24,527.156
29.562,27.785,195.848,265.665
30.167,28.998,195.473,84.04
22.82,9.19,194.754,870.876
23.147,9.838,195.309,851.987
23.362,10.282,195.557,513.009
23.802,11.16,195.86,336.595
24.237,12.033,195.76,101.989
24.46,12.46,195.681,12.547
26.662,17.065,193.662,7.268
27.538,32.4,194.598,54.846
28.145,33.66,194.136,68.67
25.253,23.305,189.502,201.53
27.775,23.835,192.512,212.77
28.99,26.402,194.567,450.453
30.003,28.53,195.032,285.325
30.697,29.952,194.788,66.135
31.105,30.773,194.641,88.905
31.628,31.868,193.95,90.949
18.125,4.15,189.177,380.301
15.582,-5.543,194.115,440.017
16.04,-4.648,193.857,428.977
16.245,-4.2,193.613,661.733
16.445,-3.763,193.388,719.242
16.65,-3.315,193.167,630.531
17.21,-2.215,192.597,631.522
18.307,-0.045,191.776,477.384
19.597,2.567,190.815,367.828
28.068,33.438,194.441,91.228
28.473,34.323,194.164,60.554
26.695,26.173,190.913,212.434
27.385,22.978,191.239,29.786
28.718,25.765,193.5,463.706
29.918,28.325,194.632,359.785
30.825,30.183,194.68,120.575
31.43,31.448,194.594,131.057
31.952,32.543,194.077,79.77
26.29,30.023,195.993,1411.943
26.803,30.995,195.023,200.325
27.32,32.055,194.413,217.816
25.295,23.475,190.079,334.076
25.025,18.33,190.683,19.448
27.387,23.08,194.111,408.416
29.19,27.005,196.018,605.244
29.788,28.197,195.772,223.864
30.29,29.163,195.167,143.685
28.235,20.292,194.689,486.19
29.335,22.645,196.722,1321.059
29.933,23.958,197.625,1293.695
30.145,24.402,197.814,1674.889
30.452,25.042,197.894,151.218
30.76,25.652,197.652,1329.251
31.345,26.828,196.528,193.25
31.552,27.2,196.07,194.651
32.075,28.295,195.001,314.454
18.273,19.323,196.943,52.523
18.477,19.742,196.915,2.589
18.683,20.15,196.904,2.01
19.155,20.938,196.658,7.45
20.235,22.825,195.272,21.592
21.653,25.545,192.834,13.835
19.248,16.205,190.189,3.907
18.965,11.08,192.102,13.294
22.113,17.365,195.251,11.427
24.128,21.595,193.318,29.067
22.315,8.102,194.401,1816.589
22.73,8.95,195.215,1454.728
22.94,9.392,195.552,1148.369
23.362,10.282,195.809,837.332
23.802,11.16,195.622,583.388
24.03,11.588,195.512,146.476
24.252,12.015,195.434,14.856
25.04,13.672,195.271,2.586
27.163,18.127,192.072,15.786
18.965,20.76,197.791,837.978
19.275,21.395,197.753,1168.728
19.545,21.785,197.619,655.776
19.967,22.39,197.26,296.37
20.67,23.69,196.232,239.362
21.94,26.19,193.925,251.411
19.643,17.048,190.378,116.45
22.708,18.598,195.879,271.416
19.387,2.235,193.468,411.736
19.725,2.902,193.867,284.131
19.95,3.338,194.135,190.917
20.397,4.212,194.466,302.931
20.815,5.082,194.401,231.215
21.022,5.49,194.368,505.47
21.245,5.915,194.321,670.774
21.455,6.358,194.168,904.826
22.52,8.492,193.483,700.282
23.962,11.503,192.604,10.216
25.808,33.352,195.159,49.202
26.01,33.728,195.137,68.33
26.218,34.13,195.201,49.168
26.623,35.015,195.086,134.536
23.845,24.875,189.264,290.629
23.16,18.905,187.212,8.61
26.368,25.405,191.871,248.037
27.988,28.812,193.807,878.348
29.913,32.765,193.661,387.335
23.765,29.298,197.654,1134.081
24.368,30.495,196.54,147.542
24.57,30.87,196.093,130.186
24.778,31.273,195.703,156.716
25.183,32.158,194.85,246.871
22.278,21.815,190.055,470.136
22.398,17.517,191.256,252.5
26.648,26.143,195.808,527.452
28.168,29.33,194.919,268.833
26.013,29.382,196.025,258.51
26.413,30.18,195.563,56.01
27.02,31.44,194.76,107.281
24.695,22.14,189.209,242.139
24.32,16.8,190.245,13.317
27.382,23.1,194.874,880.243
28.49,25.463,196.345,1476.871
29.205,26.96,196.454,1530.559
29.812,28.14,195.653,679.788
30.625,29.818,194.386,200.579
23.65,24.763,197.333,579.413
24.385,26.195,195.929,354.616
22.215,17.255,192.345,108.62
24.53,17.33,195.808,101.368
25.588,19.462,197.246,81.171
26.07,20.56,197.814,687.809
26.552,21.657,197.952,514.477
27.27,23.12,196.746,595.877
28.08,24.758,195.444,431.513
27.933,19.712,195.774,195.892
28.83,21.628,197.487,1394.448
29.312,22.725,198.271,1189.785
29.525,23.16,198.511,1395.831
29.947,24.015,198.47,1832.955
30.352,24.855,197.854,2751.582
30.55,25.242,197.419,2691.608
30.747,25.635,196.984,1249.26
30.938,26.03,196.518,335.747
31.345,26.85,195.775,477.174
18.602,0.688,193.526,417.023
18.822,1.128,193.792,311.22
19.16,1.795,194.191,631.892
19.5,2.455,194.339,276.107
19.845,3.11,194.247,408.193
20.172,3.777,193.948,265.723
20.365,4.2,193.866,305.611
20.677,4.828,193.803,566.328
21.755,6.982,193.109,601.138
24.625,12.943,189.689,8.747
26.15,15.797,197.011,2.112
26.343,16.212,196.987,2.345
26.53,16.63,196.944,7.141
26.918,17.532,196.53,10.054
27.93,19.66,194.735,14.701
21.008,5.497,193.948,579.977
21.455,6.372,194.522,382.338
21.765,7,195.122,607.189
22.077,7.628,195.524,568.139
22.397,8.293,195.494,1508.308
22.717,8.967,195.12,1278.472
22.925,9.412,194.877,858.721
23.15,9.837,194.692,482.491
24.078,11.72,194.43,27.8
26.303,16.34,191.699,15.55
22.505,22.715,196.975,164.107
23.407,24.39,195.569,210.67
21.72,16.272,192.45,81.661
23.255,14.852,194.885,3.368
24.32,16.988,196.39,374.371
25.032,18.438,197.264,1394.193
25.317,19.075,197.437,655.487
26.225,21.032,196.145,115.905
27.535,23.76,194.214,20.137
25.873,29.123,195.994,592.723
26.595,30.538,194.911,161.071
24.337,21.46,189.651,523.158
