A,B,M,N
6,10,14,18
6,10,18,22
6,10,22,26
6,10,26,30
6,10,30,34
6,10,34,38
6,10,38,42
6,10,42,46
42,46,45,43
42,46,43,38
42,46,38,34
42,46,34,30
42,46,30,26
42,46,26,22
42,46,22,18
42,46,18,14
42,46,14,10
42,46,10,6
6,11,7,10
6,11,10,16
6,11,16,21
6,11,21,26
6,11,26,31
6,11,31,36
6,11,36,41
6,11,41,46
6,11,46,51
6,11,51,56
51,56,55,52
51,56,52,46
51,56,46,41
51,56,41,36
51,56,36,31
51,56,31,26
51,56,26,21
51,56,21,16
51,56,16,11
51,56,11,6
6,12,7,11
6,12,11,18
6,12,18,24
6,12,24,30
6,12,30,36
6,12,36,42
6,12,42,48
6,12,48,54
6,12,54,60
6,12,60,66
60,66,65,61
60,66,61,54
60,66,54,48
60,66,48,42
60,66,42,36
60,66,36,30
60,66,30,24
60,66,24,18
60,66,18,12
60,66,12,6
6,42,8,40
6,42,40,10
6,42,10,38
6,42,38,12
6,42,12,36
6,42,36,14
6,42,14,34
6,42,34,16
6,42,16,32
6,42,32,18
6,44,8,42
6,44,42,10
6,44,10,40
6,44,40,12
6,44,12,38
6,44,38,14
6,44,14,36
6,44,36,16
6,44,16,34
6,44,34,18
6,46,9,43
6,46,43,12
6,46,12,40
6,46,40,15
6,46,15,37
6,46,37,18
6,46,18,34
6,46,34,21
6,46,21,31
6,46,31,24
6,48,9,45
6,48,45,12
6,48,12,42
6,48,42,15
6,48,15,39
6,48,39,18
6,48,18,36
6,48,36,21
6,48,21,33
6,48,33,24
6,50,9,47
6,50,47,12
6,50,12,44
6,50,44,15
6,50,15,41
6,50,41,18
6,50,18,38
6,50,38,21
6,50,21,35
6,50,35,24
6,52,9,49
6,52,49,12
6,52,12,46
6,52,46,15
6,52,15,43
6,52,43,18
6,52,18,40
6,52,40,21
6,52,21,37
6,52,37,24
6,54,9,51
6,54,51,12
6,54,12,48
6,54,48,15
6,54,15,45
6,54,45,18
6,54,18,42
6,54,42,21
6,54,21,39
6,54,39,24
6,56,9,53
6,56,53,12
6,56,12,50
6,56,50,15
6,56,15,47
6,56,47,18
6,56,18,44
6,56,44,21
6,56,21,41
6,56,41,24
6,58,9,55
6,58,55,12
6,58,12,52
6,58,52,15
6,58,15,49
6,58,49,18
6,58,18,46
6,58,46,21
6,58,21,43
6,58,43,24
6,60,9,57
6,60,57,12
6,60,12,54
6,60,54,15
6,60,15,51
6,60,51,18
6,60,18,48
6,60,48,21
6,60,21,45
6,60,45,24
6,62,10,58
6,62,58,14
6,62,14,54
6,62,54,18
6,62,18,50
6,62,50,22
6,62,22,46
6,62,46,26
6,62,26,42
6,62,42,30
6,64,10,60
6,64,60,14
6,64,14,56
6,64,56,18
6,64,18,52
6,64,52,22
6,64,22,48
6,64,48,26
6,64,26,44
6,64,44,30
6,66,10,62
6,66,62,14
6,66,14,58
6,66,58,18
6,66,18,54
6,66,54,22
6,66,22,50
6,66,50,26
6,66,26,46
6,66,46,30
6,68,10,64
6,68,64,14
6,68,14,60
6,68,60,18
6,68,18,56
6,68,56,22
6,68,22,52
6,68,52,26
6,68,26,48
6,68,48,30
6,70,10,66
6,70,66,14
6,70,14,62
6,70,62,18
6,70,18,58
6,70,58,22
6,70,22,54
6,70,54,26
6,70,26,50
6,70,50,30
6,72,10,68
6,72,68,14
6,72,14,64
6,72,64,18
6,72,18,60
6,72,60,22
6,72,22,56
6,72,56,26
6,72,26,52
6,72,52,30
7,8,9,10
7,8,10,11
7,8,11,12
7,8,12,13
7,8,13,14
7,8,14,15
7,8,15,16
7,8,16,17
7,8,17,18
7,8,18,19
18,19,20,21
18,19,21,22
18,19,22,23
18,19,23,24
18,19,24,25
18,19,25,26
18,19,26,27
18,19,27,28
18,19,28,29
18,19,29,30
18,19,17,16
18,19,16,15
18,19,15,14
18,19,14,13
18,19,13,12
18,19,12,11
18,19,11,10
18,19,10,9
18,19,9,8
18,19,8,7
7,9,11,13
7,9,13,15
7,9,15,17
7,9,17,19
7,9,19,21
7,9,21,23
7,9,23,25
7,9,25,27
7,9,27,29
7,9,29,31
29,31,33,35
29,31,35,37
29,31,37,39
29,31,39,41
29,31,41,43
29,31,43,45
29,31,45,47
29,31,47,49
29,31,49,51
29,31,51,53
29,31,27,25
29,31,25,23
29,31,23,21
29,31,21,19
29,31,19,17
29,31,17,15
29,31,15,13
29,31,13,11
29,31,11,9
29,31,9,7
7,10,8,9
7,10,9,13
7,10,13,16
7,10,16,19
7,10,19,22
7,10,22,25
7,10,25,28
7,10,28,31
7,10,31,34
7,10,34,37
34,37,35,36
34,37,36,40
34,37,40,43
34,37,43,46
34,37,46,49
34,37,49,52
34,37,52,55
34,37,55,58
34,37,58,61
34,37,61,64
34,37,36,35
34,37,35,31
34,37,31,28
34,37,28,25
34,37,25,22
34,37,22,19
34,37,19,16
34,37,16,13
34,37,13,10
34,37,10,7
7,11,8,10
7,11,10,15
7,11,15,19
7,11,19,23
7,11,23,27
7,11,27,31
7,11,31,35
7,11,35,39
7,11,39,43
7,11,43,47
43,47,46,44
43,47,44,39
43,47,39,35
43,47,35,31
43,47,31,27
43,47,27,23
43,47,23,19
43,47,19,15
43,47,15,11
43,47,11,7
7,12,8,11
7,12,11,17
7,12,17,22
7,12,22,27
7,12,27,32
7,12,32,37
7,12,37,42
7,12,42,47
7,12,47,52
7,12,52,57
52,57,56,53
52,57,53,47
52,57,47,42
52,57,42,37
52,57,37,32
52,57,32,27
52,57,27,22
52,57,22,17
52,57,17,12
52,57,12,7
7,13,8,12
7,13,12,19
7,13,19,25
7,13,25,31
7,13,31,37
7,13,37,43
7,13,43,49
7,13,49,55
7,13,55,61
7,13,61,67
61,67,66,62
61,67,62,55
61,67,55,49
61,67,49,43
61,67,43,37
61,67,37,31
61,67,31,25
61,67,25,19
61,67,19,13
61,67,13,7
7,43,9,41
7,43,41,11
7,43,11,39
7,43,39,13
7,43,13,37
7,43,37,15
7,43,15,35
7,43,35,17
7,43,17,33
7,43,33,19
7,45,9,43
7,45,43,11
7,45,11,41
7,45,41,13
7,45,13,39
7,45,39,15
7,45,15,37
7,45,37,17
7,45,17,35
7,45,35,19
7,47,10,44
7,47,44,13
7,47,13,41
7,47,41,16
7,47,16,38
7,47,38,19
7,47,19,35
7,47,35,22
7,47,22,32
7,47,32,25
7,49,10,46
7,49,46,13
7,49,13,43
7,49,43,16
7,49,16,40
7,49,40,19
7,49,19,37
7,49,37,22
7,49,22,34
7,49,34,25
7,51,10,48
7,51,48,13
7,51,13,45
7,51,45,16
7,51,16,42
7,51,42,19
7,51,19,39
7,51,39,22
7,51,22,36
7,51,36,25
7,53,10,50
7,53,50,13
7,53,13,47
7,53,47,16
7,53,16,44
7,53,44,19
7,53,19,41
7,53,41,22
7,53,22,38
7,53,38,25
7,55,10,52
7,55,52,13
7,55,13,49
7,55,49,16
7,55,16,46
7,55,46,19
7,55,19,43
7,55,43,22
7,55,22,40
7,55,40,25
7,57,10,54
7,57,54,13
7,57,13,51
7,57,51,16
7,57,16,48
7,57,48,19
7,57,19,45
7,57,45,22
7,57,22,42
7,57,42,25
7,59,10,56
7,59,56,13
7,59,13,53
7,59,53,16
7,59,16,50
7,59,50,19
7,59,19,47
7,59,47,22
7,59,22,44
7,59,44,25
7,61,10,58
7,61,58,13
7,61,13,55
7,61,55,16
7,61,16,52
7,61,52,19
7,61,19,49
7,61,49,22
7,61,22,46
7,61,46,25
7,63,11,59
7,63,59,15
7,63,15,55
7,63,55,19
7,63,19,51
7,63,51,23
7,63,23,47
7,63,47,27
7,63,27,43
7,63,43,31
7,65,11,61
7,65,61,15
7,65,15,57
7,65,57,19
7,65,19,53
7,65,53,23
7,65,23,49
7,65,49,27
7,65,27,45
7,65,45,31
7,67,11,63
7,67,63,15
7,67,15,59
7,67,59,19
7,67,19,55
7,67,55,23
7,67,23,51
7,67,51,27
7,67,27,47
7,67,47,31
7,69,11,65
7,69,65,15
7,69,15,61
7,69,61,19
7,69,19,57
7,69,57,23
7,69,23,53
7,69,53,27
7,69,27,49
7,69,49,31
7,71,11,67
7,71,67,15
7,71,15,63
7,71,63,19
7,71,19,59
7,71,59,23
7,71,23,55
7,71,55,27
7,71,27,51
7,71,51,31
8,9,10,11
8,9,11,12
8,9,12,13
8,9,13,14
8,9,14,15
8,9,15,16
8,9,16,17
8,9,17,18
8,9,18,19
8,9,19,20
19,20,21,22
19,20,22,23
19,20,23,24
19,20,24,25
19,20,25,26
19,20,26,27
19,20,27,28
19,20,28,29
19,20,29,30
19,20,30,31
19,20,18,17
19,20,17,16
19,20,16,15
19,20,15,14
19,20,14,13
19,20,13,12
19,20,12,11
19,20,11,10
19,20,10,9
19,20,9,8
8,10,12,14
8,10,14,16
8,10,16,18
8,10,18,20
8,10,20,22
8,10,22,24
8,10,24,26
8,10,26,28
8,10,28,30
8,10,30,32
30,32,34,36
30,32,36,38
30,32,38,40
30,32,40,42
30,32,42,44
30,32,44,46
30,32,46,48
30,32,48,50
30,32,50,52
30,32,52,54
30,32,28,26
30,32,26,24
30,32,24,22
30,32,22,20
30,32,20,18
30,32,18,16
30,32,16,14
30,32,14,12
30,32,12,10
30,32,10,8
8,11,9,10
8,11,10,14
8,11,14,17
8,11,17,20
8,11,20,23
8,11,23,26
8,11,26,29
8,11,29,32
8,11,32,35
8,11,35,38
35,38,36,37
35,38,37,41
35,38,41,44
35,38,44,47
35,38,47,50
35,38,50,53
35,38,53,56
35,38,56,59
35,38,59,62
35,38,62,65
35,38,37,36
35,38,36,32
35,38,32,29
35,38,29,26
35,38,26,23
35,38,23,20
35,38,20,17
35,38,17,14
35,38,14,11
35,38,11,8
8,12,9,11
8,12,11,16
8,12,16,20
8,12,20,24
8,12,24,28
8,12,28,32
8,12,32,36
8,12,36,40
8,12,40,44
8,12,44,48
44,48,47,45
44,48,45,40
44,48,40,36
44,48,36,32
44,48,32,28
44,48,28,24
44,48,24,20
44,48,20,16
44,48,16,12
44,48,12,8
8,13,9,12
8,13,12,18
8,13,18,23
8,13,23,28
8,13,28,33
8,13,33,38
8,13,38,43
8,13,43,48
8,13,48,53
8,13,53,58
53,58,57,54
53,58,54,48
53,58,48,43
53,58,43,38
53,58,38,33
53,58,33,28
53,58,28,23
53,58,23,18
53,58,18,13
53,58,13,8
8,14,9,13
8,14,13,20
8,14,20,26
8,14,26,32
8,14,32,38
8,14,38,44
8,14,44,50
8,14,50,56
8,14,56,62
8,14,62,68
62,68,67,63
62,68,63,56
62,68,56,50
62,68,50,44
62,68,44,38
62,68,38,32
62,68,32,26
62,68,26,20
62,68,20,14
62,68,14,8
8,44,10,42
8,44,42,12
8,44,12,40
8,44,40,14
8,44,14,38
8,44,38,16
8,44,16,36
8,44,36,18
8,44,18,34
8,44,34,20
8,46,10,44
8,46,44,12
8,46,12,42
8,46,42,14
8,46,14,40
8,46,40,16
8,46,16,38
8,46,38,18
8,46,18,36
8,46,36,20
8,48,11,45
8,48,45,14
8,48,14,42
8,48,42,17
8,48,17,39
8,48,39,20
8,48,20,36
8,48,36,23
8,48,23,33
8,48,33,26
8,50,11,47
8,50,47,14
8,50,14,44
8,50,44,17
8,50,17,41
8,50,41,20
8,50,20,38
8,50,38,23
8,50,23,35
8,50,35,26
8,52,11,49
8,52,49,14
8,52,14,46
8,52,46,17
8,52,17,43
8,52,43,20
8,52,20,40
8,52,40,23
8,52,23,37
8,52,37,26
8,54,11,51
8,54,51,14
8,54,14,48
8,54,48,17
8,54,17,45
8,54,45,20
8,54,20,42
8,54,42,23
8,54,23,39
8,54,39,26
8,56,11,53
8,56,53,14
8,56,14,50
8,56,50,17
8,56,17,47
8,56,47,20
8,56,20,44
8,56,44,23
8,56,23,41
8,56,41,26
8,58,11,55
8,58,55,14
8,58,14,52
8,58,52,17
8,58,17,49
8,58,49,20
8,58,20,46
8,58,46,23
8,58,23,43
8,58,43,26
8,60,11,57
8,60,57,14
8,60,14,54
8,60,54,17
8,60,17,51
8,60,51,20
8,60,20,48
8,60,48,23
8,60,23,45
8,60,45,26
8,62,11,59
8,62,59,14
8,62,14,56
8,62,56,17
8,62,17,53
8,62,53,20
8,62,20,50
8,62,50,23
8,62,23,47
8,62,47,26
8,64,12,60
8,64,60,16
8,64,16,56
8,64,56,20
8,64,20,52
8,64,52,24
8,64,24,48
8,64,48,28
8,64,28,44
8,64,44,32
8,66,12,62
8,66,62,16
8,66,16,58
8,66,58,20
8,66,20,54
8,66,54,24
8,66,24,50
8,66,50,28
8,66,28,46
8,66,46,32
8,68,12,64
8,68,64,16
8,68,16,60
8,68,60,20
8,68,20,56
8,68,56,24
8,68,24,52
8,68,52,28
8,68,28,48
8,68,48,32
8,70,12,66
8,70,66,16
8,70,16,62
8,70,62,20
8,70,20,58
8,70,58,24
8,70,24,54
8,70,54,28
8,70,28,50
8,70,50,32
8,72,12,68
8,72,68,16
8,72,16,64
8,72,64,20
8,72,20,60
8,72,60,24
8,72,24,56
8,72,56,28
8,72,28,52
8,72,52,32
9,10,11,12
9,10,12,13
9,10,13,14
9,10,14,15
9,10,15,16
9,10,16,17
9,10,17,18
9,10,18,19
9,10,19,20
9,10,20,21
20,21,22,23
20,21,23,24
20,21,24,25
20,21,25,26
20,21,26,27
20,21,27,28
20,21,28,29
20,21,29,30
20,21,30,31
20,21,31,32
20,21,19,18
20,21,18,17
20,21,17,16
20,21,16,15
20,21,15,14
20,21,14,13
20,21,13,12
20,21,12,11
20,21,11,10
20,21,10,9
9,11,13,15
9,11,15,17
9,11,17,19
9,11,19,21
9,11,21,23
9,11,23,25
9,11,25,27
9,11,27,29
9,11,29,31
9,11,31,33
31,33,35,37
31,33,37,39
31,33,39,41
31,33,41,43
31,33,43,45
31,33,45,47
31,33,47,49
31,33,49,51
31,33,51,53
31,33,53,55
31,33,29,27
31,33,27,25
31,33,25,23
31,33,23,21
31,33,21,19
31,33,19,17
31,33,17,15
31,33,15,13
31,33,13,11
31,33,11,9
9,12,10,11
9,12,11,15
9,12,15,18
9,12,18,21
9,12,21,24
9,12,24,27
9,12,27,30
9,12,30,33
9,12,33,36
9,12,36,39
36,39,37,38
36,39,38,42
36,39,42,45
36,39,45,48
36,39,48,51
36,39,51,54
36,39,54,57
36,39,57,60
36,39,60,63
36,39,63,66
36,39,38,37
36,39,37,33
36,39,33,30
36,39,30,27
36,39,27,24
36,39,24,21
36,39,21,18
36,39,18,15
36,39,15,12
36,39,12,9
9,13,10,12
9,13,12,17
9,13,17,21
9,13,21,25
9,13,25,29
9,13,29,33
9,13,33,37
9,13,37,41
9,13,41,45
9,13,45,49
45,49,48,46
45,49,46,41
45,49,41,37
45,49,37,33
45,49,33,29
45,49,29,25
45,49,25,21
45,49,21,17
45,49,17,13
45,49,13,9
9,14,10,13
9,14,13,19
9,14,19,24
9,14,24,29
9,14,29,34
9,14,34,39
9,14,39,44
9,14,44,49
9,14,49,54
9,14,54,59
54,59,58,55
54,59,55,49
54,59,49,44
54,59,44,39
54,59,39,34
54,59,34,29
54,59,29,24
54,59,24,19
54,59,19,14
54,59,14,9
9,15,10,14
9,15,14,21
9,15,21,27
9,15,27,33
9,15,33,39
9,15,39,45
9,15,45,51
9,15,51,57
9,15,57,63
9,15,63,69
63,69,68,64
63,69,64,57
63,69,57,51
63,69,51,45
63,69,45,39
63,69,39,33
63,69,33,27
63,69,27,21
63,69,21,15
63,69,15,9
9,45,11,43
9,45,43,13
9,45,13,41
9,45,41,15
9,45,15,39
9,45,39,17
9,45,17,37
9,45,37,19
9,45,19,35
9,45,35,21
9,47,11,45
9,47,45,13
9,47,13,43
9,47,43,15
9,47,15,41
9,47,41,17
9,47,17,39
9,47,39,19
9,47,19,37
9,47,37,21
9,49,12,46
9,49,46,15
9,49,15,43
9,49,43,18
9,49,18,40
9,49,40,21
9,49,21,37
9,49,37,24
9,49,24,34
9,49,34,27
9,51,12,48
9,51,48,15
9,51,15,45
9,51,45,18
9,51,18,42
9,51,42,21
9,51,21,39
9,51,39,24
9,51,24,36
9,51,36,27
9,53,12,50
9,53,50,15
9,53,15,47
9,53,47,18
9,53,18,44
9,53,44,21
9,53,21,41
9,53,41,24
9,53,24,38
9,53,38,27
9,55,12,52
9,55,52,15
9,55,15,49
9,55,49,18
9,55,18,46
9,55,46,21
9,55,21,43
9,55,43,24
9,55,24,40
9,55,40,27
9,57,12,54
9,57,54,15
9,57,15,51
9,57,51,18
9,57,18,48
9,57,48,21
9,57,21,45
9,57,45,24
9,57,24,42
9,57,42,27
9,59,12,56
9,59,56,15
9,59,15,53
9,59,53,18
9,59,18,50
9,59,50,21
9,59,21,47
9,59,47,24
9,59,24,44
9,59,44,27
9,61,12,58
9,61,58,15
9,61,15,55
9,61,55,18
9,61,18,52
9,61,52,21
9,61,21,49
9,61,49,24
9,61,24,46
9,61,46,27
9,63,12,60
9,63,60,15
9,63,15,57
9,63,57,18
9,63,18,54
9,63,54,21
9,63,21,51
9,63,51,24
9,63,24,48
9,63,48,27
9,65,13,61
9,65,61,17
9,65,17,57
9,65,57,21
9,65,21,53
9,65,53,25
9,65,25,49
9,65,49,29
9,65,29,45
9,65,45,33
9,67,13,63
9,67,63,17
9,67,17,59
9,67,59,21
9,67,21,55
9,67,55,25
9,67,25,51
9,67,51,29
9,67,29,47
9,67,47,33
9,69,13,65
9,69,65,17
9,69,17,61
9,69,61,21
9,69,21,57
9,69,57,25
9,69,25,53
9,69,53,29
9,69,29,49
9,69,49,33
9,71,13,67
9,71,67,17
9,71,17,63
9,71,63,21
9,71,21,59
9,71,59,25
9,71,25,55
9,71,55,29
9,71,29,51
9,71,51,33
10,11,12,13
10,11,13,14
10,11,14,15
10,11,15,16
10,11,16,17
10,11,17,18
10,11,18,19
10,11,19,20
10,11,20,21
10,11,21,22
21,22,23,24
21,22,24,25
21,22,25,26
21,22,26,27
21,22,27,28
21,22,28,29
21,22,29,30
21,22,30,31
21,22,31,32
21,22,32,33
21,22,20,19
21,22,19,18
21,22,18,17
21,22,17,16
21,22,16,15
21,22,15,14
21,22,14,13
21,22,13,12
21,22,12,11
21,22,11,10
10,12,14,16
10,12,16,18
10,12,18,20
10,12,20,22
10,12,22,24
10,12,24,26
10,12,26,28
10,12,28,30
10,12,30,32
10,12,32,34
32,34,36,38
32,34,38,40
32,34,40,42
32,34,42,44
32,34,44,46
32,34,46,48
32,34,48,50
32,34,50,52
32,34,52,54
32,34,54,56
32,34,30,28
32,34,28,26
32,34,26,24
32,34,24,22
32,34,22,20
32,34,20,18
32,34,18,16
32,34,16,14
32,34,14,12
32,34,12,10
10,13,11,12
10,13,12,16
10,13,16,19
10,13,19,22
10,13,22,25
10,13,25,28
10,13,28,31
10,13,31,34
10,13,34,37
10,13,37,40
37,40,38,39
37,40,39,43
37,40,43,46
37,40,46,49
37,40,49,52
37,40,52,55
37,40,55,58
37,40,58,61
37,40,61,64
37,40,64,67
37,40,39,38
37,40,38,34
37,40,34,31
37,40,31,28
37,40,28,25
37,40,25,22
37,40,22,19
37,40,19,16
37,40,16,13
37,40,13,10
10,14,11,13
10,14,13,18
10,14,18,22
10,14,22,26
10,14,26,30
10,14,30,34
10,14,34,38
10,14,38,42
10,14,42,46
10,14,46,50
46,50,49,47
46,50,47,42
46,50,42,38
46,50,38,34
46,50,34,30
46,50,30,26
46,50,26,22
46,50,22,18
46,50,18,14
46,50,14,10
10,15,11,14
10,15,14,20
10,15,20,25
10,15,25,30
10,15,30,35
10,15,35,40
10,15,40,45
10,15,45,50
10,15,50,55
10,15,55,60
55,60,59,56
55,60,56,50
55,60,50,45
55,60,45,40
55,60,40,35
55,60,35,30
55,60,30,25
55,60,25,20
55,60,20,15
55,60,15,10
10,16,11,15
10,16,15,22
10,16,22,28
10,16,28,34
10,16,34,40
10,16,40,46
10,16,46,52
10,16,52,58
10,16,58,64
10,16,64,70
64,70,69,65
64,70,65,58
64,70,58,52
64,70,52,46
64,70,46,40
64,70,40,34
64,70,34,28
64,70,28,22
64,70,22,16
64,70,16,10
10,46,12,44
10,46,44,14
10,46,14,42
10,46,42,16
10,46,16,40
10,46,40,18
10,46,18,38
10,46,38,20
10,46,20,36
10,46,36,22
10,48,12,46
10,48,46,14
10,48,14,44
10,48,44,16
10,48,16,42
10,48,42,18
10,48,18,40
10,48,40,20
10,48,20,38
10,48,38,22
10,50,13,47
10,50,47,16
10,50,16,44
10,50,44,19
10,50,19,41
10,50,41,22
10,50,22,38
10,50,38,25
10,50,25,35
10,50,35,28
10,52,13,49
10,52,49,16
10,52,16,46
10,52,46,19
10,52,19,43
10,52,43,22
10,52,22,40
10,52,40,25
10,52,25,37
10,52,37,28
10,54,13,51
10,54,51,16
10,54,16,48
10,54,48,19
10,54,19,45
10,54,45,22
10,54,22,42
10,54,42,25
10,54,25,39
10,54,39,28
10,56,13,53
10,56,53,16
10,56,16,50
10,56,50,19
10,56,19,47
10,56,47,22
10,56,22,44
10,56,44,25
10,56,25,41
10,56,41,28
10,58,13,55
10,58,55,16
10,58,16,52
10,58,52,19
10,58,19,49
10,58,49,22
10,58,22,46
10,58,46,25
10,58,25,43
10,58,43,28
10,60,13,57
10,60,57,16
10,60,16,54
10,60,54,19
10,60,19,51
10,60,51,22
10,60,22,48
10,60,48,25
10,60,25,45
10,60,45,28
10,62,13,59
10,62,59,16
10,62,16,56
10,62,56,19
10,62,19,53
10,62,53,22
10,62,22,50
10,62,50,25
10,62,25,47
10,62,47,28
10,64,13,61
10,64,61,16
10,64,16,58
10,64,58,19
10,64,19,55
10,64,55,22
10,64,22,52
10,64,52,25
10,64,25,49
10,64,49,28
10,66,14,62
10,66,62,18
10,66,18,58
10,66,58,22
10,66,22,54
10,66,54,26
10,66,26,50
10,66,50,30
10,66,30,46
10,66,46,34
10,68,14,64
10,68,64,18
10,68,18,60
10,68,60,22
10,68,22,56
10,68,56,26
10,68,26,52
10,68,52,30
10,68,30,48
10,68,48,34
10,70,14,66
10,70,66,18
10,70,18,62
10,70,62,22
10,70,22,58
10,70,58,26
10,70,26,54
10,70,54,30
10,70,30,50
10,70,50,34
10,72,14,68
10,72,68,18
10,72,18,64
10,72,64,22
10,72,22,60
10,72,60,26
10,72,26,56
10,72,56,30
10,72,30,52
10,72,52,34
11,12,13,14
11,12,14,15
11,12,15,16
11,12,16,17
11,12,17,18
11,12,18,19
11,12,19,20
11,12,20,21
11,12,21,22
11,12,22,23
22,23,24,25
22,23,25,26
22,23,26,27
22,23,27,28
22,23,28,29
22,23,29,30
22,23,30,31
22,23,31,32
22,23,32,33
22,23,33,34
22,23,21,20
22,23,20,19
22,23,19,18
22,23,18,17
22,23,17,16
22,23,16,15
22,23,15,14
22,23,14,13
22,23,13,12
22,23,12,11
11,13,15,17
11,13,17,19
11,13,19,21
11,13,21,23
11,13,23,25
11,13,25,27
11,13,27,29
11,13,29,31
11,13,31,33
11,13,33,35
33,35,37,39
33,35,39,41
33,35,41,43
33,35,43,45
33,35,45,47
33,35,47,49
33,35,49,51
33,35,51,53
33,35,53,55
33,35,55,57
33,35,31,29
33,35,29,27
33,35,27,25
33,35,25,23
33,35,23,21
33,35,21,19
33,35,19,17
33,35,17,15
33,35,15,13
33,35,13,11
11,14,12,13
11,14,13,17
11,14,17,20
11,14,20,23
11,14,23,26
11,14,26,29
11,14,29,32
11,14,32,35
11,14,35,38
11,14,38,41
38,41,39,40
38,41,40,44
38,41,44,47
38,41,47,50
38,41,50,53
38,41,53,56
38,41,56,59
38,41,59,62
38,41,62,65
38,41,65,68
38,41,40,39
38,41,39,35
38,41,35,32
38,41,32,29
38,41,29,26
38,41,26,23
38,41,23,20
38,41,20,17
38,41,17,14
38,41,14,11
11,15,12,14
11,15,14,19
11,15,19,23
11,15,23,27
11,15,27,31
11,15,31,35
11,15,35,39
11,15,39,43
11,15,43,47
11,15,47,51
47,51,50,48
47,51,48,43
47,51,43,39
47,51,39,35
47,51,35,31
47,51,31,27
47,51,27,23
47,51,23,19
47,51,19,15
47,51,15,11
11,16,12,15
11,16,15,21
11,16,21,26
11,16,26,31
11,16,31,36
11,16,36,41
11,16,41,46
11,16,46,51
11,16,51,56
11,16,56,61
56,61,60,57
56,61,57,51
56,61,51,46
56,61,46,41
56,61,41,36
56,61,36,31
56,61,31,26
56,61,26,21
56,61,21,16
56,61,16,11
11,17,12,16
11,17,16,23
11,17,23,29
11,17,29,35
11,17,35,41
11,17,41,47
11,17,47,53
11,17,53,59
11,17,59,65
11,17,65,71
65,71,70,66
65,71,66,59
65,71,59,53
65,71,53,47
65,71,47,41
65,71,41,35
65,71,35,29
65,71,29,23
65,71,23,17
65,71,17,11
11,47,13,45
11,47,45,15
11,47,15,43
11,47,43,17
11,47,17,41
11,47,41,19
11,47,19,39
11,47,39,21
11,47,21,37
11,47,37,23
11,49,13,47
11,49,47,15
11,49,15,45
11,49,45,17
11,49,17,43
11,49,43,19
11,49,19,41
11,49,41,21
11,49,21,39
11,49,39,23
11,51,14,48
11,51,48,17
11,51,17,45
11,51,45,20
11,51,20,42
11,51,42,23
11,51,23,39
11,51,39,26
11,51,26,36
11,51,36,29
11,53,14,50
11,53,50,17
11,53,17,47
11,53,47,20
11,53,20,44
11,53,44,23
11,53,23,41
11,53,41,26
11,53,26,38
11,53,38,29
11,55,14,52
11,55,52,17
11,55,17,49
11,55,49,20
11,55,20,46
11,55,46,23
11,55,23,43
11,55,43,26
11,55,26,40
11,55,40,29
11,57,14,54
11,57,54,17
11,57,17,51
11,57,51,20
11,57,20,48
11,57,48,23
11,57,23,45
11,57,45,26
11,57,26,42
11,57,42,29
11,59,14,56
11,59,56,17
11,59,17,53
11,59,53,20
11,59,20,50
11,59,50,23
11,59,23,47
11,59,47,26
11,59,26,44
11,59,44,29
11,61,14,58
11,61,58,17
11,61,17,55
11,61,55,20
11,61,20,52
11,61,52,23
11,61,23,49
11,61,49,26
11,61,26,46
11,61,46,29
11,63,14,60
11,63,60,17
11,63,17,57
11,63,57,20
11,63,20,54
11,63,54,23
11,63,23,51
11,63,51,26
11,63,26,48
11,63,48,29
11,65,14,62
11,65,62,17
11,65,17,59
11,65,59,20
11,65,20,56
11,65,56,23
11,65,23,53
11,65,53,26
11,65,26,50
11,65,50,29
11,67,15,63
11,67,63,19
11,67,19,59
11,67,59,23
11,67,23,55
11,67,55,27
11,67,27,51
11,67,51,31
11,67,31,47
11,67,47,35
11,69,15,65
11,69,65,19
11,69,19,61
11,69,61,23
11,69,23,57
11,69,57,27
11,69,27,53
11,69,53,31
11,69,31,49
11,69,49,35
11,71,15,67
11,71,67,19
11,71,19,63
11,71,63,23
11,71,23,59
11,71,59,27
11,71,27,55
11,71,55,31
11,71,31,51
11,71,51,35
23,24,25,26
23,24,26,27
23,24,27,28
23,24,28,29
23,24,29,30
23,24,30,31
23,24,31,32
23,24,32,33
23,24,33,34
23,24,34,35
23,24,22,21
23,24,21,20
23,24,20,19
23,24,19,18
23,24,18,17
23,24,17,16
23,24,16,15
23,24,15,14
23,24,14,13
23,24,13,12
12,14,16,18
12,14,18,20
12,14,20,22
12,14,22,24
12,14,24,26
12,14,26,28
12,14,28,30
12,14,30,32
12,14,32,34
12,14,34,36
34,36,38,40
34,36,40,42
34,36,42,44
34,36,44,46
34,36,46,48
34,36,48,50
34,36,50,52
34,36,52,54
34,36,54,56
34,36,56,58
34,36,32,30
34,36,30,28
34,36,28,26
34,36,26,24
34,36,24,22
34,36,22,20
34,36,20,18
34,36,18,16
34,36,16,14
34,36,14,12
12,15,13,14
12,15,14,18
12,15,18,21
12,15,21,24
12,15,24,27
12,15,27,30
12,15,30,33
12,15,33,36
12,15,36,39
12,15,39,42
39,42,40,41
39,42,41,45
39,42,45,48
39,42,48,51
39,42,51,54
39,42,54,57
39,42,57,60
39,42,60,63
39,42,63,66
39,42,66,69
39,42,41,40
