A,B,M,N
39,42,40,36
39,42,36,33
39,42,33,30
39,42,30,27
39,42,27,24
39,42,24,21
39,42,21,18
39,42,18,15
39,42,15,12
12,16,13,15
12,16,15,20
12,16,20,24
12,16,24,28
12,16,28,32
12,16,32,36
12,16,36,40
12,16,40,44
12,16,44,48
12,16,48,52
48,52,51,49
48,52,49,44
48,52,44,40
48,52,40,36
48,52,36,32
48,52,32,28
48,52,28,24
48,52,24,20
48,52,20,16
48,52,16,12
12,17,13,16
12,17,16,22
12,17,22,27
12,17,27,32
12,17,32,37
12,17,37,42
12,17,42,47
12,17,47,52
12,17,52,57
12,17,57,62
57,62,61,58
57,62,58,52
57,62,52,47
57,62,47,42
57,62,42,37
57,62,37,32
57,62,32,27
57,62,27,22
57,62,22,17
57,62,17,12
12,18,13,17
12,18,17,24
12,18,24,30
12,18,30,36
12,18,36,42
12,18,42,48
12,18,48,54
12,18,54,60
12,18,60,66
12,18,66,72
66,72,71,67
66,72,67,60
66,72,60,54
66,72,54,48
66,72,48,42
66,72,42,36
66,72,36,30
66,72,30,24
66,72,24,18
66,72,18,12
12,48,14,46
12,48,46,16
12,48,16,44
12,48,44,18
12,48,18,42
12,48,42,20
12,48,20,40
12,48,40,22
12,48,22,38
12,48,38,24
12,50,14,48
12,50,48,16
12,50,16,46
12,50,46,18
12,50,18,44
12,50,44,20
12,50,20,42
12,50,42,22
12,50,22,40
12,50,40,24
12,52,15,49
12,52,49,18
12,52,18,46
12,52,46,21
12,52,21,43
12,52,43,24
12,52,24,40
12,52,40,27
12,52,27,37
12,52,37,30
12,54,15,51
12,54,51,18
12,54,18,48
12,54,48,21
12,54,21,45
12,54,45,24
12,54,24,42
12,54,42,27
12,54,27,39
12,54,39,30
12,56,15,53
12,56,53,18
12,56,18,50
12,56,50,21
12,56,21,47
12,56,47,24
12,56,24,44
12,56,44,27
12,56,27,41
12,56,41,30
12,58,15,55
12,58,55,18
12,58,18,52
12,58,52,21
12,58,21,49
12,58,49,24
12,58,24,46
12,58,46,27
12,58,27,43
12,58,43,30
12,60,15,57
12,60,57,18
12,60,18,54
12,60,54,21
12,60,21,51
12,60,51,24
12,60,24,48
12,60,48,27
12,60,27,45
12,60,45,30
12,62,15,59
12,62,59,18
12,62,18,56
12,62,56,21
12,62,21,53
12,62,53,24
12,62,24,50
12,62,50,27
12,62,27,47
12,62,47,30
12,64,15,61
12,64,61,18
12,64,18,58
12,64,58,21
12,64,21,55
12,64,55,24
12,64,24,52
12,64,52,27
12,64,27,49
12,64,49,30
12,66,15,63
12,66,63,18
12,66,18,60
12,66,60,21
12,66,21,57
12,66,57,24
12,66,24,54
12,66,54,27
12,66,27,51
12,66,51,30
12,68,16,64
12,68,64,20
12,68,20,60
12,68,60,24
12,68,24,56
12,68,56,28
12,68,28,52
12,68,52,32
12,68,32,48
12,68,48,36
12,70,16,66
12,70,66,20
12,70,20,62
12,70,62,24
12,70,24,58
12,70,58,28
12,70,28,54
12,70,54,32
12,70,32,50
12,70,50,36
12,72,16,68
12,72,68,20
12,72,20,64
12,72,64,24
12,72,24,60
12,72,60,28
12,72,28,56
12,72,56,32
12,72,32,52
12,72,52,36
24,25,26,27
24,25,27,28
24,25,28,29
24,25,29,30
24,25,30,31
24,25,31,32
24,25,32,33
24,25,33,34
24,25,34,35
24,25,35,36
24,25,23,22
24,25,22,21
24,25,21,20
24,25,20,19
24,25,19,18
24,25,18,17
24,25,17,16
24,25,16,15
24,25,15,14
24,25,14,13
13,15,17,19
13,15,19,21
13,15,21,23
13,15,23,25
13,15,25,27
13,15,27,29
13,15,29,31
13,15,31,33
13,15,33,35
13,15,35,37
35,37,39,41
35,37,41,43
35,37,43,45
35,37,45,47
35,37,47,49
35,37,49,51
35,37,51,53
35,37,53,55
35,37,55,57
35,37,57,59
35,37,33,31
35,37,31,29
35,37,29,27
35,37,27,25
35,37,25,23
35,37,23,21
35,37,21,19
35,37,19,17
35,37,17,15
35,37,15,13
13,16,14,15
13,16,15,19
13,16,19,22
13,16,22,25
13,16,25,28
13,16,28,31
13,16,31,34
13,16,34,37
13,16,37,40
13,16,40,43
40,43,41,42
40,43,42,46
40,43,46,49
40,43,49,52
40,43,52,55
40,43,55,58
40,43,58,61
40,43,61,64
40,43,64,67
40,43,67,70
40,43,42,41
40,43,41,37
40,43,37,34
40,43,34,31
40,43,31,28
40,43,28,25
40,43,25,22
40,43,22,19
40,43,19,16
40,43,16,13
13,17,14,16
13,17,16,21
13,17,21,25
13,17,25,29
13,17,29,33
13,17,33,37
13,17,37,41
13,17,41,45
13,17,45,49
13,17,49,53
49,53,52,50
49,53,50,45
49,53,45,41
49,53,41,37
49,53,37,33
49,53,33,29
49,53,29,25
49,53,25,21
49,53,21,17
49,53,17,13
13,18,14,17
13,18,17,23
13,18,23,28
13,18,28,33
13,18,33,38
13,18,38,43
13,18,43,48
13,18,48,53
13,18,53,58
13,18,58,63
58,63,62,59
58,63,59,53
58,63,53,48
58,63,48,43
58,63,43,38
58,63,38,33
58,63,33,28
58,63,28,23
58,63,23,18
58,63,18,13
13,49,15,47
13,49,47,17
13,49,17,45
13,49,45,19
13,49,19,43
13,49,43,21
13,49,21,41
13,49,41,23
13,49,23,39
13,49,39,25
13,51,15,49
13,51,49,17
13,51,17,47
13,51,47,19
13,51,19,45
13,51,45,21
13,51,21,43
13,51,43,23
13,51,23,41
13,51,41,25
13,53,16,50
13,53,50,19
13,53,19,47
13,53,47,22
13,53,22,44
13,53,44,25
13,53,25,41
13,53,41,28
13,53,28,38
13,53,38,31
13,55,16,52
13,55,52,19
13,55,19,49
13,55,49,22
13,55,22,46
13,55,46,25
13,55,25,43
13,55,43,28
13,55,28,40
13,55,40,31
13,57,16,54
13,57,54,19
13,57,19,51
13,57,51,22
13,57,22,48
13,57,48,25
13,57,25,45
13,57,45,28
13,57,28,42
13,57,42,31
13,59,16,56
13,59,56,19
13,59,19,53
13,59,53,22
13,59,22,50
13,59,50,25
13,59,25,47
13,59,47,28
13,59,28,44
13,59,44,31
13,61,16,58
13,61,58,19
13,61,19,55
13,61,55,22
13,61,22,52
13,61,52,25
13,61,25,49
13,61,49,28
13,61,28,46
13,61,46,31
13,63,16,60
13,63,60,19
13,63,19,57
13,63,57,22
13,63,22,54
13,63,54,25
13,63,25,51
13,63,51,28
13,63,28,48
13,63,48,31
13,65,16,62
13,65,62,19
13,65,19,59
13,65,59,22
13,65,22,56
13,65,56,25
13,65,25,53
13,65,53,28
13,65,28,50
13,65,50,31
13,67,16,64
13,67,64,19
13,67,19,61
13,67,61,22
13,67,22,58
13,67,58,25
13,67,25,55
13,67,55,28
13,67,28,52
13,67,52,31
13,69,17,65
13,69,65,21
13,69,21,61
13,69,61,25
13,69,25,57
13,69,57,29
13,69,29,53
13,69,53,33
13,69,33,49
13,69,49,37
13,71,17,67
13,71,67,21
13,71,21,63
13,71,63,25
13,71,25,59
13,71,59,29
13,71,29,55
13,71,55,33
13,71,33,51
13,71,51,37
25,26,27,28
25,26,28,29
25,26,29,30
25,26,30,31
25,26,31,32
25,26,32,33
25,26,33,34
25,26,34,35
25,26,35,36
25,26,36,37
25,26,24,23
25,26,23,22
25,26,22,21
25,26,21,20
25,26,20,19
25,26,19,18
25,26,18,17
25,26,17,16
25,26,16,15
25,26,15,14
14,16,18,20
14,16,20,22
14,16,22,24
14,16,24,26
14,16,26,28
14,16,28,30
14,16,30,32
14,16,32,34
14,16,34,36
14,16,36,38
36,38,40,42
36,38,42,44
36,38,44,46
36,38,46,48
36,38,48,50
36,38,50,52
36,38,52,54
36,38,54,56
36,38,56,58
36,38,58,60
36,38,34,32
36,38,32,30
36,38,30,28
36,38,28,26
36,38,26,24
36,38,24,22
36,38,22,20
36,38,20,18
36,38,18,16
36,38,16,14
14,17,15,16
14,17,16,20
14,17,20,23
14,17,23,26
14,17,26,29
14,17,29,32
14,17,32,35
14,17,35,38
14,17,38,41
14,17,41,44
41,44,42,43
41,44,43,47
41,44,47,50
41,44,50,53
41,44,53,56
41,44,56,59
41,44,59,62
41,44,62,65
41,44,65,68
41,44,68,71
41,44,43,42
41,44,42,38
41,44,38,35
41,44,35,32
41,44,32,29
41,44,29,26
41,44,26,23
41,44,23,20
41,44,20,17
41,44,17,14
14,18,15,17
14,18,17,22
14,18,22,26
14,18,26,30
14,18,30,34
14,18,34,38
14,18,38,42
14,18,42,46
14,18,46,50
14,18,50,54
50,54,53,51
50,54,51,46
50,54,46,42
50,54,42,38
50,54,38,34
50,54,34,30
50,54,30,26
50,54,26,22
50,54,22,18
50,54,18,14
14,19,15,18
14,19,18,24
14,19,24,29
14,19,29,34
14,19,34,39
14,19,39,44
14,19,44,49
14,19,49,54
14,19,54,59
14,19,59,64
59,64,63,60
59,64,60,54
59,64,54,49
59,64,49,44
59,64,44,39
59,64,39,34
59,64,34,29
59,64,29,24
59,64,24,19
59,64,19,14
14,50,16,48
14,50,48,18
14,50,18,46
14,50,46,20
14,50,20,44
14,50,44,22
14,50,22,42
14,50,42,24
14,50,24,40
14,50,40,26
14,52,16,50
14,52,50,18
14,52,18,48
14,52,48,20
14,52,20,46
14,52,46,22
14,52,22,44
14,52,44,24
14,52,24,42
14,52,42,26
14,54,17,51
14,54,51,20
14,54,20,48
14,54,48,23
14,54,23,45
14,54,45,26
14,54,26,42
14,54,42,29
14,54,29,39
14,54,39,32
14,56,17,53
14,56,53,20
14,56,20,50
14,56,50,23
14,56,23,47
14,56,47,26
14,56,26,44
14,56,44,29
14,56,29,41
14,56,41,32
14,58,17,55
14,58,55,20
14,58,20,52
14,58,52,23
14,58,23,49
14,58,49,26
14,58,26,46
14,58,46,29
14,58,29,43
14,58,43,32
14,60,17,57
14,60,57,20
14,60,20,54
14,60,54,23
14,60,23,51
14,60,51,26
14,60,26,48
14,60,48,29
14,60,29,45
14,60,45,32
14,62,17,59
14,62,59,20
14,62,20,56
14,62,56,23
14,62,23,53
14,62,53,26
14,62,26,50
14,62,50,29
14,62,29,47
14,62,47,32
14,64,17,61
14,64,61,20
14,64,20,58
14,64,58,23
14,64,23,55
14,64,55,26
14,64,26,52
14,64,52,29
14,64,29,49
14,64,49,32
14,66,17,63
14,66,63,20
14,66,20,60
14,66,60,23
14,66,23,57
14,66,57,26
14,66,26,54
14,66,54,29
14,66,29,51
14,66,51,32
14,68,17,65
14,68,65,20
14,68,20,62
14,68,62,23
14,68,23,59
14,68,59,26
14,68,26,56
14,68,56,29
14,68,29,53
14,68,53,32
14,70,18,66
14,70,66,22
14,70,22,62
14,70,62,26
14,70,26,58
14,70,58,30
14,70,30,54
14,70,54,34
14,70,34,50
14,70,50,38
14,72,18,68
14,72,68,22
14,72,22,64
14,72,64,26
14,72,26,60
14,72,60,30
14,72,30,56
14,72,56,34
14,72,34,52
14,72,52,38
26,27,28,29
26,27,29,30
26,27,30,31
26,27,31,32
26,27,32,33
26,27,33,34
26,27,34,35
26,27,35,36
26,27,36,37
26,27,37,38
26,27,25,24
26,27,24,23
26,27,23,22
26,27,22,21
26,27,21,20
26,27,20,19
26,27,19,18
26,27,18,17
26,27,17,16
26,27,16,15
15,17,19,21
15,17,21,23
15,17,23,25
15,17,25,27
15,17,27,29
15,17,29,31
15,17,31,33
15,17,33,35
15,17,35,37
15,17,37,39
37,39,41,43
37,39,43,45
37,39,45,47
37,39,47,49
37,39,49,51
37,39,51,53
37,39,53,55
37,39,55,57
37,39,57,59
37,39,59,61
37,39,35,33
37,39,33,31
37,39,31,29
37,39,29,27
37,39,27,25
37,39,25,23
37,39,23,21
37,39,21,19
37,39,19,17
37,39,17,15
15,18,16,17
15,18,17,21
15,18,21,24
15,18,24,27
15,18,27,30
15,18,30,33
15,18,33,36
15,18,36,39
15,18,39,42
15,18,42,45
42,45,43,44
42,45,44,48
42,45,48,51
42,45,51,54
42,45,54,57
42,45,57,60
42,45,60,63
42,45,63,66
42,45,66,69
42,45,69,72
42,45,44,43
42,45,43,39
42,45,39,36
42,45,36,33
42,45,33,30
42,45,30,27
42,45,27,24
42,45,24,21
42,45,21,18
42,45,18,15
15,19,16,18
15,19,18,23
15,19,23,27
15,19,27,31
15,19,31,35
15,19,35,39
15,19,39,43
15,19,43,47
15,19,47,51
15,19,51,55
51,55,54,52
51,55,52,47
51,55,47,43
51,55,43,39
51,55,39,35
51,55,35,31
51,55,31,27
51,55,27,23
51,55,23,19
51,55,19,15
15,20,16,19
15,20,19,25
15,20,25,30
15,20,30,35
15,20,35,40
15,20,40,45
15,20,45,50
15,20,50,55
15,20,55,60
15,20,60,65
60,65,64,61
60,65,61,55
60,65,55,50
60,65,50,45
60,65,45,40
60,65,40,35
60,65,35,30
60,65,30,25
60,65,25,20
60,65,20,15
15,51,17,49
15,51,49,19
15,51,19,47
15,51,47,21
15,51,21,45
15,51,45,23
15,51,23,43
15,51,43,25
15,51,25,41
15,51,41,27
15,53,17,51
15,53,51,19
15,53,19,49
15,53,49,21
15,53,21,47
15,53,47,23
15,53,23,45
15,53,45,25
15,53,25,43
15,53,43,27
15,55,18,52
15,55,52,21
15,55,21,49
15,55,49,24
15,55,24,46
15,55,46,27
15,55,27,43
15,55,43,30
15,55,30,40
15,55,40,33
15,57,18,54
15,57,54,21
15,57,21,51
15,57,51,24
15,57,24,48
15,57,48,27
15,57,27,45
15,57,45,30
15,57,30,42
15,57,42,33
15,59,18,56
15,59,56,21
15,59,21,53
15,59,53,24
15,59,24,50
15,59,50,27
15,59,27,47
15,59,47,30
15,59,30,44
15,59,44,33
15,61,18,58
15,61,58,21
15,61,21,55
15,61,55,24
15,61,24,52
15,61,52,27
15,61,27,49
15,61,49,30
15,61,30,46
15,61,46,33
15,63,18,60
15,63,60,21
15,63,21,57
15,63,57,24
15,63,24,54
15,63,54,27
15,63,27,51
15,63,51,30
15,63,30,48
15,63,48,33
15,65,18,62
15,65,62,21
15,65,21,59
15,65,59,24
15,65,24,56
15,65,56,27
15,65,27,53
15,65,53,30
15,65,30,50
15,65,50,33
15,67,18,64
15,67,64,21
15,67,21,61
15,67,61,24
15,67,24,58
15,67,58,27
15,67,27,55
15,67,55,30
15,67,30,52
15,67,52,33
15,69,18,66
15,69,66,21
15,69,21,63
15,69,63,24
15,69,24,60
15,69,60,27
15,69,27,57
15,69,57,30
15,69,30,54
15,69,54,33
15,71,19,67
15,71,67,23
15,71,23,63
15,71,63,27
15,71,27,59
15,71,59,31
15,71,31,55
15,71,55,35
15,71,35,51
15,71,51,39
27,28,29,30
27,28,30,31
27,28,31,32
27,28,32,33
27,28,33,34
27,28,34,35
27,28,35,36
27,28,36,37
27,28,37,38
27,28,38,39
27,28,26,25
27,28,25,24
27,28,24,23
27,28,23,22
27,28,22,21
27,28,21,20
27,28,20,19
27,28,19,18
27,28,18,17
27,28,17,16
16,18,20,22
16,18,22,24
16,18,24,26
16,18,26,28
16,18,28,30
16,18,30,32
16,18,32,34
16,18,34,36
16,18,36,38
16,18,38,40
38,40,42,44
38,40,44,46
38,40,46,48
38,40,48,50
38,40,50,52
38,40,52,54
38,40,54,56
38,40,56,58
38,40,58,60
38,40,60,62
38,40,36,34
38,40,34,32
38,40,32,30
38,40,30,28
38,40,28,26
38,40,26,24
38,40,24,22
38,40,22,20
38,40,20,18
38,40,18,16
16,19,17,18
16,19,18,22
16,19,22,25
16,19,25,28
16,19,28,31
16,19,31,34
16,19,34,37
16,19,37,40
16,19,40,43
16,19,43,46
43,46,45,44
43,46,44,40
43,46,40,37
43,46,37,34
43,46,34,31
43,46,31,28
43,46,28,25
43,46,25,22
43,46,22,19
43,46,19,16
16,20,17,19
16,20,19,24
16,20,24,28
16,20,28,32
16,20,32,36
16,20,36,40
16,20,40,44
16,20,44,48
16,20,48,52
16,20,52,56
52,56,55,53
52,56,53,48
52,56,48,44
52,56,44,40
52,56,40,36
52,56,36,32
52,56,32,28
52,56,28,24
52,56,24,20
52,56,20,16
16,21,17,20
16,21,20,26
16,21,26,31
16,21,31,36
16,21,36,41
16,21,41,46
16,21,46,51
16,21,51,56
16,21,56,61
16,21,61,66
61,66,65,62
61,66,62,56
61,66,56,51
61,66,51,46
61,66,46,41
61,66,41,36
61,66,36,31
61,66,31,26
61,66,26,21
61,66,21,16
16,52,18,50
16,52,50,20
16,52,20,48
16,52,48,22
16,52,22,46
16,52,46,24
16,52,24,44
16,52,44,26
16,52,26,42
16,52,42,28
16,54,18,52
16,54,52,20
16,54,20,50
16,54,50,22
16,54,22,48
16,54,48,24
16,54,24,46
16,54,46,26
16,54,26,44
16,54,44,28
16,56,19,53
16,56,53,22
16,56,22,50
16,56,50,25
16,56,25,47
16,56,47,28
16,56,28,44
16,56,44,31
16,56,31,41
16,56,41,34
16,58,19,55
16,58,55,22
16,58,22,52
16,58,52,25
16,58,25,49
16,58,49,28
16,58,28,46
16,58,46,31
16,58,31,43
16,58,43,34
16,60,19,57
16,60,57,22
16,60,22,54
16,60,54,25
16,60,25,51
16,60,51,28
16,60,28,48
16,60,48,31
16,60,31,45
16,60,45,34
16,62,19,59
16,62,59,22
16,62,22,56
16,62,56,25
16,62,25,53
16,62,53,28
16,62,28,50
16,62,50,31
16,62,31,47
16,62,47,34
16,64,19,61
16,64,61,22
16,64,22,58
16,64,58,25
16,64,25,55
16,64,55,28
16,64,28,52
16,64,52,31
16,64,31,49
16,64,49,34
16,66,19,63
16,66,63,22
16,66,22,60
16,66,60,25
16,66,25,57
16,66,57,28
16,66,28,54
16,66,54,31
16,66,31,51
16,66,51,34
16,68,19,65
16,68,65,22
16,68,22,62
16,68,62,25
16,68,25,59
16,68,59,28
16,68,28,56
16,68,56,31
16,68,31,53
16,68,53,34
16,70,19,67
16,70,67,22
16,70,22,64
16,70,64,25
16,70,25,61
16,70,61,28
16,70,28,58
16,70,58,31
16,70,31,55
16,70,55,34
16,72,20,68
16,72,68,24
16,72,24,64
16,72,64,28
16,72,28,60
16,72,60,32
16,72,32,56
16,72,56,36
16,72,36,52
16,72,52,40
28,29,30,31
28,29,31,32
28,29,32,33
28,29,33,34
28,29,34,35
28,29,35,36
28,29,36,37
28,29,37,38
28,29,38,39
28,29,39,40
28,29,27,26
28,29,26,25
28,29,25,24
28,29,24,23
28,29,23,22
28,29,22,21
28,29,21,20
28,29,20,19
28,29,19,18
28,29,18,17
17,19,21,23
17,19,23,25
17,19,25,27
17,19,27,29
17,19,29,31
17,19,31,33
17,19,33,35
17,19,35,37
17,19,37,39
17,19,39,41
39,41,43,45
39,41,45,47
39,41,47,49
39,41,49,51
39,41,51,53
39,41,53,55
39,41,55,57
39,41,57,59
39,41,59,61
39,41,61,63
39,41,37,35
39,41,35,33
39,41,33,31
39,41,31,29
39,41,29,27
39,41,27,25
39,41,25,23
39,41,23,21
39,41,21,19
39,41,19,17
17,20,18,19
17,20,19,23
17,20,23,26
17,20,26,29
17,20,29,32
17,20,32,35
17,20,35,38
17,20,38,41
17,20,41,44
17,20,44,47
44,47,46,45
44,47,45,41
44,47,41,38
44,47,38,35
44,47,35,32
44,47,32,29
44,47,29,26
44,47,26,23
44,47,23,20
44,47,20,17
17,21,18,20
17,21,20,25
17,21,25,29
17,21,29,33
17,21,33,37
17,21,37,41
17,21,41,45
17,21,45,49
17,21,49,53
17,21,53,57
53,57,56,54
53,57,54,49
53,57,49,45
53,57,45,41
53,57,41,37
53,57,37,33
53,57,33,29
53,57,29,25
53,57,25,21
53,57,21,17
17,22,18,21
17,22,21,27
17,22,27,32
17,22,32,37
17,22,37,42
17,22,42,47
17,22,47,52
17,22,52,57
17,22,57,62
17,22,62,67
62,67,66,63
62,67,63,57
62,67,57,52
62,67,52,47
62,67,47,42
62,67,42,37
62,67,37,32
62,67,32,27
62,67,27,22
62,67,22,17
17,53,19,51
17,53,51,21
17,53,21,49
17,53,49,23
17,53,23,47
17,53,47,25
17,53,25,45
17,53,45,27
17,53,27,43
17,53,43,29
17,55,19,53
17,55,53,21
17,55,21,51
17,55,51,23
17,55,23,49
17,55,49,25
17,55,25,47
17,55,47,27
17,55,27,45
17,55,45,29
17,57,20,54
17,57,54,23
17,57,23,51
17,57,51,26
17,57,26,48
17,57,48,29
17,57,29,45
17,57,45,32
17,57,32,42
17,57,42,35
17,59,20,56
17,59,56,23
17,59,23,53
17,59,53,26
17,59,26,50
17,59,50,29
17,59,29,47
17,59,47,32
17,59,32,44
17,59,44,35
17,61,20,58
17,61,58,23
17,61,23,55
17,61,55,26
17,61,26,52
17,61,52,29
17,61,29,49
17,61,49,32
17,61,32,46
17,61,46,35
17,63,20,60
17,63,60,23
17,63,23,57
17,63,57,26
17,63,26,54
17,63,54,29
17,63,29,51
17,63,51,32
17,63,32,48
17,63,48,35
17,65,20,62
17,65,62,23
17,65,23,59
17,65,59,26
17,65,26,56
17,65,56,29
17,65,29,53
17,65,53,32
17,65,32,50
17,65,50,35
17,67,20,64
17,67,64,23
17,67,23,61
17,67,61,26
17,67,26,58
17,67,58,29
17,67,29,55
17,67,55,32
17,67,32,52
17,67,52,35
17,69,20,66
17,69,66,23
17,69,23,63
17,69,63,26
17,69,26,60
17,69,60,29
17,69,29,57
17,69,57,32
17,69,32,54
17,69,54,35
17,71,20,68
17,71,68,23
17,71,23,65
17,71,65,26
17,71,26,62
17,71,62,29
17,71,29,59
17,71,59,32
17,71,32,56
17,71,56,35
29,30,31,32
29,30,32,33
29,30,33,34
29,30,34,35
29,30,35,36
29,30,36,37
29,30,37,38
29,30,38,39
29,30,39,40
29,30,40,41
29,30,28,27
29,30,27,26
29,30,26,25
29,30,25,24
29,30,24,23
29,30,23,22
29,30,22,21
29,30,21,20
29,30,20,19
29,30,19,18
18,20,22,24
18,20,24,26
18,20,26,28
18,20,28,30
18,20,30,32
18,20,32,34
18,20,34,36
18,20,36,38
18,20,38,40
18,20,40,42
40,42,44,46
40,42,46,48
40,42,48,50
40,42,50,52
40,42,52,54
40,42,54,56
40,42,56,58
40,42,58,60
40,42,60,62
40,42,62,64
40,42,38,36
40,42,36,34
40,42,34,32
40,42,32,30
40,42,30,28
40,42,28,26
40,42,26,24
40,42,24,22
40,42,22,20
40,42,20,18
18,21,19,20
18,21,20,24
18,21,24,27
18,21,27,30
18,21,30,33
18,21,33,36
18,21,36,39
18,21,39,42
18,21,42,45
18,21,45,48
45,48,47,46
45,48,46,42
45,48,42,39
45,48,39,36
45,48,36,33
45,48,33,30
45,48,30,27
45,48,27,24
45,48,24,21
45,48,21,18
18,22,19,21
18,22,21,26
18,22,26,30
18,22,30,34
18,22,34,38
18,22,38,42
18,22,42,46
18,22,46,50
18,22,50,54
18,22,54,58
54,58,57,55
54,58,55,50
54,58,50,46
54,58,46,42
54,58,42,38
54,58,38,34
54,58,34,30
54,58,30,26
54,58,26,22
54,58,22,18
18,23,19,22
18,23,22,28
18,23,28,33
18,23,33,38
18,23,38,43
18,23,43,48
18,23,48,53
18,23,53,58
18,23,58,63
18,23,63,68
63,68,67,64
63,68,64,58
63,68,58,53
63,68,53,48
63,68,48,43
63,68,43,38
63,68,38,33
63,68,33,28
63,68,28,23
63,68,23,18
18,54,20,52
18,54,52,22
18,54,22,50
18,54,50,24
18,54,24,48
18,54,48,26
18,54,26,46
18,54,46,28
18,54,28,44
18,54,44,30
18,56,20,54
18,56,54,22
18,56,22,52
18,56,52,24
18,56,24,50
18,56,50,26
18,56,26,48
18,56,48,28
18,56,28,46
18,56,46,30
18,58,21,55
18,58,55,24
18,58,24,52
18,58,52,27
18,58,27,49
18,58,49,30
18,58,30,46
18,58,46,33
18,58,33,43
18,58,43,36
18,60,21,57
18,60,57,24
18,60,24,54
18,60,54,27
18,60,27,51
18,60,51,30
18,60,30,48
18,60,48,33
18,60,33,45
18,60,45,36
18,62,21,59
18,62,59,24
18,62,24,56
18,62,56,27
18,62,27,53
18,62,53,30
18,62,30,50
18,62,50,33
18,62,33,47
18,62,47,36
18,64,21,61
18,64,61,24
18,64,24,58
18,64,58,27
18,64,27,55
18,64,55,30
18,64,30,52
18,64,52,33
18,64,33,49
18,64,49,36
18,66,21,63
18,66,63,24
18,66,24,60
18,66,60,27
18,66,27,57
18,66,57,30
18,66,30,54
18,66,54,33
18,66,33,51
18,66,51,36
18,68,21,65
18,68,65,24
18,68,24,62
18,68,62,27
18,68,27,59
18,68,59,30
18,68,30,56
18,68,56,33
18,68,33,53
18,68,53,36
18,70,21,67
18,70,67,24
18,70,24,64
18,70,64,27
18,70,27,61
18,70,61,30
18,70,30,58
18,70,58,33
18,70,33,55
18,70,55,36
18,72,21,69
18,72,69,24
18,72,24,66
18,72,66,27
18,72,27,63
18,72,63,30
18,72,30,60
18,72,60,33
18,72,33,57
18,72,57,36
30,31,32,33
30,31,33,34
30,31,34,35
30,31,35,36
30,31,36,37
30,31,37,38
30,31,38,39
30,31,39,40
30,31,40,41
30,31,41,42
30,31,29,28
30,31,28,27
30,31,27,26
30,31,26,25
30,31,25,24
30,31,24,23
30,31,23,22
30,31,22,21
30,31,21,20
30,31,20,19
19,21,23,25
19,21,25,27
19,21,27,29
19,21,29,31
19,21,31,33
19,21,33,35
19,21,35,37
19,21,37,39
19,21,39,41
19,21,41,43
41,43,45,47
41,43,47,49
41,43,49,51
41,43,51,53
41,43,53,55
41,43,55,57
41,43,57,59
41,43,59,61
41,43,61,63
41,43,63,65
41,43,39,37
41,43,37,35
41,43,35,33
41,43,33,31
41,43,31,29
41,43,29,27
41,43,27,25
41,43,25,23
41,43,23,21
41,43,21,19
19,22,20,21
19,22,21,25
19,22,25,28
19,22,28,31
19,22,31,34
19,22,34,37
19,22,37,40
19,22,40,43
19,22,43,46
19,22,46,49
46,49,48,47
46,49,47,43
46,49,43,40
46,49,40,37
46,49,37,34
46,49,34,31
46,49,31,28
46,49,28,25
46,49,25,22
46,49,22,19
19,23,20,22
19,23,22,27
19,23,27,31
19,23,31,35
19,23,35,39
19,23,39,43
19,23,43,47
19,23,47,51
19,23,51,55
19,23,55,59
55,59,58,56
55,59,56,51
55,59,51,47
55,59,47,43
55,59,43,39
55,59,39,35
55,59,35,31
55,59,31,27
55,59,27,23
55,59,23,19
19,24,20,23
19,24,23,29
19,24,29,34
19,24,34,39
19,24,39,44
19,24,44,49
19,24,49,54
19,24,54,59
19,24,59,64
19,24,64,69
64,69,68,65
64,69,65,59
64,69,59,54
64,69,54,49
64,69,49,44
64,69,44,39
64,69,39,34
64,69,34,29
64,69,29,24
64,69,24,19
19,55,21,53
19,55,53,23
19,55,23,51
19,55,51,25
19,55,25,49
19,55,49,27
19,55,27,47
19,55,47,29
19,55,29,45
19,55,45,31
19,57,21,55
19,57,55,23
19,57,23,53
19,57,53,25
19,57,25,51
19,57,51,27
19,57,27,49
19,57,49,29
19,57,29,47
19,57,47,31
19,59,22,56
19,59,56,25
19,59,25,53
19,59,53,28
19,59,28,50
19,59,50,31
19,59,31,47
19,59,47,34
19,59,34,44
19,59,44,37
19,61,22,58
19,61,58,25
19,61,25,55
19,61,55,28
19,61,28,52
19,61,52,31
19,61,31,49
19,61,49,34
19,61,34,46
19,61,46,37
19,63,22,60
19,63,60,25
19,63,25,57
19,63,57,28
19,63,28,54
19,63,54,31
19,63,31,51
19,63,51,34
19,63,34,48
19,63,48,37
19,65,22,62
19,65,62,25
19,65,25,59
19,65,59,28
19,65,28,56
19,65,56,31
19,65,31,53
19,65,53,34
19,65,34,50
19,65,50,37
19,67,22,64
19,67,64,25
19,67,25,61
19,67,61,28
19,67,28,58
19,67,58,31
19,67,31,55
19,67,55,34
19,67,34,52
19,67,52,37
19,69,22,66
19,69,66,25
19,69,25,63
19,69,63,28
19,69,28,60
19,69,60,31
19,69,31,57
19,69,57,34
19,69,34,54
19,69,54,37
19,71,22,68
19,71,68,25
19,71,25,65
19,71,65,28
19,71,28,62
19,71,62,31
19,71,31,59
19,71,59,34
19,71,34,56
19,71,56,37
